epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
59,175.947,0.84929,1.39515,0.77675,0.98352,0.26094,0.49949,0.33811,0.17722,0.41752,0.35193,0.34616,0.174,1.56424,2.98605,1.90953,1.45035,0.00124282,0.00124282,0.00124282
60,178.722,0.82118,1.41505,0.71785,0.96352,0.28272,0.49702,0.34678,0.1807,0.26288,0.46949,0.35691,0.17272,1.57145,2.9985,1.90333,1.46879,0.0012427,0.0012427,0.0012427
61,181.499,0.79975,1.45288,0.6889,0.95854,0.25747,0.53731,0.33825,0.17275,0.25288,0.53121,0.3529,0.18269,1.57552,3.13115,2.01101,1.48638,0.00124257,0.00124257,0.00124257
62,184.281,0.81357,1.38395,0.71592,0.95009,0.30434,0.43006,0.33953,0.20002,0.30048,0.43378,0.33069,0.18404,1.56113,3.33905,2.07609,1.48333,0.00124245,0.00124245,0.00124245
63,187.105,0.82749,1.5607,0.69561,0.96206,0.44525,0.34375,0.30625,0.16179,0.43557,0.33185,0.30034,0.1512,1.55259,3.45521,2.36079,1.50497,0.00124233,0.00124233,0.00124233
64,189.898,0.85205,1.51832,0.75521,1.00003,0.41289,0.375,0.38196,0.18731,0.4074,0.36905,0.36577,0.16671,1.55643,3.36967,2.046,1.49634,0.0012422,0.0012422,0.0012422
65,192.641,0.86221,1.42873,0.79161,1.00276,0.38717,0.37872,0.39204,0.20582,0.38244,0.38839,0.37838,0.19638,1.51105,3.14918,1.93229,1.45582,0.00124208,0.00124208,0.00124208
66,195.422,0.8679,1.47852,0.78267,0.98535,0.44955,0.49324,0.42304,0.21996,0.4405,0.48784,0.40081,0.21006,1.52789,3.19118,1.96076,1.47347,0.00124196,0.00124196,0.00124196
67,198.217,0.80893,1.43715,0.68806,0.94597,0.70278,0.39583,0.47682,0.22498,0.40615,0.57183,0.4613,0.21954,1.47645,3.27472,2.00815,1.44939,0.00124183,0.00124183,0.00124183
68,201.044,0.77178,1.36853,0.68685,0.96022,0.44676,0.51722,0.44348,0.22583,0.47148,0.52663,0.4563,0.21704,1.56436,3.48072,2.01367,1.51196,0.00124171,0.00124171,0.00124171
69,203.837,0.77833,1.37639,0.65163,0.94081,0.63362,0.41913,0.46949,0.2437,0.66225,0.43121,0.48455,0.22933,1.62672,3.59003,1.9625,1.57274,0.00124158,0.00124158,0.00124158
70,206.67,0.80979,1.45745,0.69764,0.96226,0.58977,0.45168,0.47719,0.20321,0.58216,0.44639,0.46518,0.21894,1.7135,3.68854,1.98938,1.70574,0.00124146,0.00124146,0.00124146
71,209.475,0.7757,1.34613,0.65634,0.95074,0.43124,0.61384,0.45684,0.1957,0.44107,0.59906,0.44692,0.22027,1.78902,3.57906,2.06258,1.76353,0.00124134,0.00124134,0.00124134
72,212.264,0.75021,1.34347,0.62417,0.94494,0.42748,0.4813,0.39506,0.18484,0.4191,0.477,0.39203,0.19384,1.79521,3.58949,2.15582,1.81711,0.00124121,0.00124121,0.00124121
73,215.061,0.76314,1.26599,0.66847,0.94497,0.38043,0.4725,0.39112,0.18316,0.3942,0.48015,0.40014,0.20304,1.73124,3.46151,2.12694,1.74575,0.00124109,0.00124109,0.00124109
74,217.851,0.76012,1.31875,0.63745,0.93484,0.35807,0.45823,0.36134,0.16561,0.35865,0.45962,0.33058,0.17224,1.77743,3.31649,2.16138,1.78132,0.00124097,0.00124097,0.00124097
75,220.634,0.75786,1.2667,0.60517,0.94181,0.32148,0.42141,0.34734,0.17006,0.26795,0.37682,0.33076,0.14806,1.76298,3.23742,2.14066,1.68949,0.00124084,0.00124084,0.00124084
76,223.439,0.77216,1.32098,0.62929,0.92561,0.33619,0.44568,0.34852,0.197,0.38841,0.53348,0.40118,0.17827,1.67591,3.16676,2.02373,1.62662,0.00124072,0.00124072,0.00124072
77,226.24,0.767,1.37308,0.64676,0.93826,0.45761,0.38542,0.40728,0.22313,0.51288,0.42677,0.4272,0.20615,1.55416,3.14024,1.89431,1.46511,0.00124059,0.00124059,0.00124059
78,229.045,0.77205,1.33749,0.66398,0.93184,0.44461,0.3775,0.40673,0.21013,0.43243,0.36037,0.36271,0.17581,1.53669,3.20097,2.01463,1.4478,0.00124047,0.00124047,0.00124047
79,231.826,0.76052,1.277,0.62436,0.91847,0.59596,0.33036,0.38605,0.2002,0.36639,0.48983,0.38906,0.18731,1.59469,3.11191,1.97175,1.50381,0.00124035,0.00124035,0.00124035
80,234.605,0.7752,1.27236,0.60214,0.92648,0.47131,0.49913,0.42303,0.20981,0.45679,0.45935,0.39807,0.19665,1.56575,3.12928,1.84114,1.49008,0.00124022,0.00124022,0.00124022
81,237.406,0.74505,1.31419,0.58191,0.95233,0.32056,0.56006,0.42521,0.22272,0.31293,0.55144,0.39977,0.1882,1.51767,2.89711,1.75789,1.49962,0.0012401,0.0012401,0.0012401
82,240.191,0.7741,1.23885,0.60515,0.92805,0.63473,0.33036,0.39137,0.21584,0.29468,0.44222,0.37459,0.19901,1.46213,2.84914,1.83737,1.49686,0.00123998,0.00123998,0.00123998
83,242.992,0.81906,1.52233,0.66746,0.95494,0.24205,0.52232,0.35318,0.1886,0.6671,0.30655,0.34038,0.18795,1.50086,3.00451,2.04356,1.46589,0.00123985,0.00123985,0.00123985
84,245.775,0.80042,1.34496,0.67007,0.95782,0.38889,0.44707,0.41173,0.21416,0.38289,0.43516,0.40384,0.22347,1.57698,3.35591,2.11111,1.53618,0.00123973,0.00123973,0.00123973
85,248.551,0.78371,1.42557,0.65971,0.95333,0.45703,0.58431,0.47011,0.24794,0.45017,0.57331,0.45845,0.23755,1.63847,3.40498,1.85662,1.61242,0.0012396,0.0012396,0.0012396
86,251.39,0.74678,1.40329,0.61039,0.94749,0.55567,0.50887,0.4818,0.26141,0.57562,0.52738,0.49814,0.25545,1.56181,3.39425,1.79589,1.57853,0.00123948,0.00123948,0.00123948
87,254.248,0.76298,1.33385,0.62786,0.94481,0.49984,0.47333,0.42242,0.22612,0.49984,0.47333,0.43165,0.22644,1.57044,3.20252,1.87589,1.54585,0.00123936,0.00123936,0.00123936
88,257.047,0.76049,1.2832,0.61836,0.9494,0.40382,0.41242,0.33627,0.1888,0.39594,0.40166,0.33082,0.16885,1.59129,3.24492,2.02484,1.58837,0.00123923,0.00123923,0.00123923
89,259.845,0.75285,1.23169,0.60903,0.94431,0.36085,0.46225,0.33329,0.17956,0.34181,0.43379,0.30007,0.1633,1.53205,3.23681,2.02464,1.54188,0.00123911,0.00123911,0.00123911
90,262.659,0.75426,1.33878,0.64684,0.95141,0.53717,0.42783,0.4111,0.22997,0.50345,0.39435,0.37788,0.20069,1.59302,3.33078,1.89117,1.56295,0.00123899,0.00123899,0.00123899
91,265.454,0.81706,1.32747,0.62125,0.96924,0.61774,0.42024,0.38713,0.21605,0.52236,0.42113,0.36234,0.18478,1.58921,3.65866,2.06442,1.58727,0.00123886,0.00123886,0.00123886
92,268.235,0.78113,1.30598,0.66486,0.9445,0.3928,0.53212,0.38989,0.22092,0.37146,0.52307,0.34877,0.1804,1.52736,3.5345,1.96097,1.55463,0.00123874,0.00123874,0.00123874
93,271.044,0.79613,1.32435,0.64681,0.93738,0.49594,0.43155,0.35856,0.18597,0.47296,0.41787,0.32995,0.17828,1.56436,3.33265,2.11356,1.54199,0.00123861,0.00123861,0.00123861
94,273.852,0.76788,1.27879,0.67922,0.95114,0.365,0.51219,0.34394,0.19063,0.47316,0.41518,0.32199,0.16149,1.55172,3.29579,2.24772,1.54344,0.00123849,0.00123849,0.00123849
95,276.662,0.77508,1.27904,0.68071,0.92514,0.3328,0.52158,0.34824,0.19423,0.31222,0.49777,0.32904,0.15157,1.55176,3.42353,1.9422,1.57834,0.00123837,0.00123837,0.00123837
96,279.446,0.7307,1.25761,0.60706,0.92556,0.43414,0.35789,0.35897,0.19864,0.40707,0.40947,0.34338,0.17639,1.54582,3.42913,1.69454,1.54359,0.00123824,0.00123824,0.00123824
97,282.233,0.71292,1.22474,0.64211,0.92006,0.32574,0.43384,0.37836,0.21038,0.35416,0.4974,0.41642,0.20075,1.58709,3.46592,1.77332,1.57413,0.00123812,0.00123812,0.00123812
98,285.009,0.74444,1.28915,0.63391,0.93407,0.32915,0.55503,0.38575,0.21782,0.47549,0.50298,0.43079,0.2083,1.56194,3.36592,2.12579,1.51116,0.001238,0.001238,0.001238
99,287.802,0.71482,1.16921,0.57244,0.93038,0.34142,0.58929,0.37998,0.21024,0.41319,0.47173,0.38877,0.19982,1.56222,3.25636,2.38781,1.54952,0.00123787,0.00123787,0.00123787
100,290.596,0.69257,1.16566,0.59886,0.92202,0.42848,0.44922,0.36057,0.20628,0.43484,0.4554,0.36851,0.20038,1.54509,3.06838,2.16947,1.5,0.00123775,0.00123775,0.00123775
101,293.381,0.67725,1.1624,0.51469,0.91915,0.42237,0.42715,0.38854,0.21628,0.42237,0.42715,0.39384,0.20566,1.53322,3.03795,1.88587,1.49553,0.00123763,0.00123763,0.00123763
102,296.181,0.67254,1.19833,0.54036,0.90984,0.55694,0.30938,0.36823,0.1944,0.55694,0.30938,0.37016,0.1883,1.55575,2.88536,1.72075,1.48582,0.0012375,0.0012375,0.0012375
103,298.975,0.69566,1.1713,0.56547,0.91297,0.52665,0.37527,0.36867,0.18786,0.40575,0.50011,0.38988,0.18902,1.60759,2.77841,1.69922,1.55575,0.00123738,0.00123738,0.00123738
104,301.754,0.73145,1.23296,0.59382,0.92256,0.42064,0.42681,0.3964,0.20627,0.43004,0.4441,0.40262,0.21794,1.55071,2.83652,1.84751,1.53206,0.00123725,0.00123725,0.00123725
105,304.577,0.71745,1.20851,0.56355,0.8994,0.46557,0.49182,0.41722,0.23506,0.4687,0.50435,0.41979,0.23157,1.53983,3.08042,1.95012,1.56546,0.00123713,0.00123713,0.00123713
106,307.374,0.74075,1.2889,0.59192,0.93779,0.49473,0.45312,0.42858,0.23264,0.47487,0.43155,0.40698,0.22873,1.58304,2.89093,1.70427,1.58392,0.00123701,0.00123701,0.00123701
107,310.155,0.72159,1.22828,0.59979,0.90664,0.42167,0.50223,0.39402,0.21627,0.41037,0.48661,0.39205,0.2239,1.59972,2.8318,1.96678,1.57547,0.00123688,0.00123688,0.00123688
108,312.96,0.72878,1.24007,0.60046,0.92789,0.391,0.46499,0.38137,0.21672,0.41321,0.5372,0.38141,0.21542,1.54665,2.8429,1.95136,1.5124,0.00123676,0.00123676,0.00123676
109,315.745,0.66608,1.2077,0.56466,0.90204,0.49579,0.57993,0.45392,0.25672,0.48294,0.58786,0.45496,0.25731,1.51705,2.81148,1.83379,1.49893,0.00123664,0.00123664,0.00123664
110,318.528,0.68559,1.24401,0.55922,0.88861,0.40039,0.52579,0.3973,0.21181,0.38589,0.5407,0.40876,0.21919,1.54322,2.78363,1.95569,1.4862,0.00123651,0.00123651,0.00123651
111,321.365,0.6519,1.18316,0.50426,0.9,0.45104,0.47693,0.39681,0.20002,0.43503,0.47428,0.44904,0.2052,1.61138,2.89187,2.13274,1.50325,0.00123639,0.00123639,0.00123639
112,324.15,0.68604,1.2009,0.51997,0.90618,0.41527,0.52558,0.40877,0.19262,0.40513,0.50996,0.40723,0.20383,1.60475,3.0309,2.02128,1.47801,0.00123626,0.00123626,0.00123626
113,326.951,0.74001,1.29018,0.57992,0.92622,0.52023,0.44122,0.43274,0.21242,0.4677,0.60342,0.51491,0.22845,1.6099,3.17597,1.93507,1.49659,0.00123614,0.00123614,0.00123614
114,329.732,0.71712,1.27446,0.56159,0.9002,0.4309,0.56845,0.48689,0.23711,0.4423,0.66554,0.52583,0.25799,1.62766,3.21331,2.01231,1.52885,0.00123602,0.00123602,0.00123602
115,332.518,0.70011,1.23899,0.56184,0.91743,0.49283,0.52381,0.42307,0.21478,0.59148,0.57303,0.50538,0.27103,1.67628,3.25904,2.00995,1.57668,0.00123589,0.00123589,0.00123589
116,335.311,0.65851,1.15529,0.52029,0.88885,0.41799,0.58259,0.44115,0.20846,0.4684,0.57473,0.49665,0.25258,1.67455,3.25559,1.8834,1.62988,0.00123577,0.00123577,0.00123577
117,338.079,0.67782,1.14361,0.5342,0.89295,0.3554,0.55846,0.46719,0.21732,0.43463,0.60193,0.55148,0.23611,1.67167,3.2536,1.77956,1.61504,0.00123565,0.00123565,0.00123565
118,340.86,0.70859,1.1148,0.52942,0.89905,0.39282,0.47602,0.44838,0.19864,0.3108,0.47098,0.4437,0.24168,1.65172,3.34916,1.94707,1.55353,0.00123552,0.00123552,0.00123552
119,343.66,0.69191,1.18615,0.55389,0.90827,0.73828,0.28497,0.38602,0.19032,0.72339,0.28497,0.39392,0.21287,1.62168,3.47306,2.0436,1.51123,0.0012354,0.0012354,0.0012354
120,346.451,0.64114,1.09395,0.49198,0.88451,0.68826,0.25967,0.35522,0.19301,0.67913,0.25372,0.36363,0.19699,1.57213,3.55446,2.25668,1.48784,0.00123527,0.00123527,0.00123527
121,349.252,0.65127,1.07034,0.51533,0.89256,0.60502,0.28525,0.38511,0.19696,0.6474,0.24777,0.39995,0.2101,1.66634,3.49405,2.15896,1.59133,0.00123515,0.00123515,0.00123515
122,352.074,0.6432,1.08939,0.50309,0.90927,0.30722,0.56627,0.35281,0.18711,0.38461,0.58326,0.46299,0.20992,1.65071,3.28652,1.99626,1.65079,0.00123503,0.00123503,0.00123503
123,354.889,0.67442,1.25478,0.5399,0.90572,0.42782,0.59375,0.41767,0.21848,0.47027,0.67351,0.47712,0.21628,1.62153,3.19973,1.97101,1.63956,0.0012349,0.0012349,0.0012349
124,357.708,0.71075,1.25895,0.58768,0.93295,0.34726,0.49851,0.45885,0.23191,0.42551,0.56473,0.5163,0.25905,1.60847,3.22127,1.71907,1.65754,0.00123478,0.00123478,0.00123478
125,360.499,0.69785,1.09904,0.53303,0.91608,0.39213,0.49736,0.41408,0.22246,0.48175,0.54634,0.49337,0.21937,1.53161,3.13816,1.79912,1.59579,0.00123466,0.00123466,0.00123466
126,363.298,0.6639,1.12083,0.55673,0.91305,0.33769,0.50298,0.35789,0.2069,0.44596,0.59077,0.45794,0.19379,1.58686,3.0906,1.88174,1.66356,0.00123453,0.00123453,0.00123453
127,366.13,0.67063,1.08093,0.52869,0.89912,0.37388,0.44717,0.36584,0.20545,0.4672,0.51015,0.45973,0.20869,1.61704,3.11047,1.9785,1.666,0.00123441,0.00123441,0.00123441
128,368.949,0.65867,1.08503,0.51843,0.89673,0.42175,0.43155,0.40323,0.22315,0.46085,0.4881,0.46207,0.22032,1.53489,3.14233,1.86243,1.54206,0.00123428,0.00123428,0.00123428
129,371.747,0.67025,1.14245,0.54539,0.91552,0.40774,0.48195,0.4233,0.22436,0.40804,0.43773,0.40352,0.23623,1.56825,3.21774,1.95596,1.57173,0.00123416,0.00123416,0.00123416
130,374.543,0.67779,1.17816,0.52448,0.89253,0.36144,0.46726,0.40214,0.185,0.33811,0.43973,0.38991,0.22421,1.60986,3.30122,2.16294,1.58039,0.00123404,0.00123404,0.00123404
131,377.363,0.6253,1.03022,0.49633,0.89658,0.55126,0.34003,0.35576,0.17841,0.34284,0.45536,0.42784,0.21155,1.60851,3.17752,2.13329,1.55971,0.00123391,0.00123391,0.00123391
