epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
28,85.6811,1.25538,2.22797,1.42864,1.19316,0.43678,0.44525,0.38377,0.19451,0.42301,0.40417,0.34196,0.1419,1.63079,3.61808,1.79017,1.54197,0.00124666,0.00124666,0.00124666
29,88.3315,1.26215,2.28333,1.37577,1.19755,0.40358,0.38154,0.33918,0.16303,0.34982,0.44546,0.34802,0.15277,1.69169,3.44857,2.02874,1.57392,0.00124654,0.00124654,0.00124654
30,91.0058,1.23592,1.95595,1.46133,1.19141,0.23018,0.29863,0.21001,0.09043,0.2284,0.32105,0.20436,0.07269,1.71431,3.46797,3.29363,1.60336,0.00124641,0.00124641,0.00124641
31,93.6675,1.15694,2.11444,1.19092,1.13292,0.20085,0.36641,0.22786,0.10855,0.18272,0.35621,0.18996,0.07713,1.67727,3.53244,3.59518,1.56726,0.00124629,0.00124629,0.00124629
32,96.3303,1.13012,1.85902,1.1075,1.0994,0.24773,0.28378,0.2272,0.11654,0.21067,0.26384,0.17661,0.06344,1.66355,4.22538,2.35444,1.54867,0.00124616,0.00124616,0.00124616
33,98.9648,1.13529,2.2583,1.21168,1.10898,0.23725,0.28064,0.20456,0.10802,0.24921,0.27345,0.21068,0.08464,1.58416,3.90977,2.29876,1.44438,0.00124604,0.00124604,0.00124604
34,101.61,1.10744,1.79021,1.24123,1.08467,0.23496,0.31435,0.21312,0.11166,0.23283,0.3198,0.21702,0.10501,1.5689,3.43591,2.3091,1.40975,0.00124592,0.00124592,0.00124592
35,104.264,1.05316,1.95448,1.09429,1.0934,0.21113,0.39263,0.23087,0.13964,0.21751,0.40415,0.23303,0.1004,1.5018,3.47821,2.19391,1.42321,0.00124579,0.00124579,0.00124579
36,106.894,1.08282,1.99812,1.06901,1.10154,0.27569,0.44017,0.29421,0.16332,0.27505,0.4247,0.28416,0.12981,1.4566,3.42782,2.26112,1.46575,0.00124567,0.00124567,0.00124567
37,109.526,1.0091,1.78445,1.05038,1.03483,0.61389,0.33083,0.34706,0.20974,0.61656,0.33506,0.33428,0.14973,1.47688,3.67739,2.04219,1.49624,0.00124555,0.00124555,0.00124555
38,112.164,1.01455,1.64711,1.04214,1.06799,0.29868,0.3092,0.31144,0.18647,0.29654,0.28259,0.28104,0.11819,1.41887,3.58034,2.21242,1.46825,0.00124542,0.00124542,0.00124542
39,114.818,0.98801,1.67025,0.921,1.02912,0.18275,0.5568,0.26694,0.15934,0.2738,0.33434,0.25682,0.12514,1.40912,3.36919,2.11432,1.42608,0.0012453,0.0012453,0.0012453
40,117.463,0.97146,1.68116,0.94503,1.03204,0.37124,0.39527,0.22523,0.13678,0.36734,0.38297,0.2117,0.10903,1.4173,3.41631,2.11434,1.3688,0.00124517,0.00124517,0.00124517
41,120.103,1.00518,1.74064,1.06368,1.05457,0.52201,0.37742,0.28719,0.17517,0.51579,0.36936,0.27484,0.14046,1.39905,3.37276,1.9081,1.40716,0.00124505,0.00124505,0.00124505
42,122.732,0.97286,1.68356,0.9846,1.03019,0.25371,0.61885,0.34705,0.21137,0.34296,0.30423,0.30833,0.14526,1.42237,3.37048,1.78526,1.47453,0.00124493,0.00124493,0.00124493
43,125.378,0.92451,1.55796,0.80707,0.99205,0.24999,0.58034,0.32907,0.18444,0.32187,0.36789,0.31432,0.13861,1.56866,3.82578,1.88661,1.62411,0.0012448,0.0012448,0.0012448
44,128.014,0.98445,1.72395,0.94795,1.04453,0.27338,0.27904,0.25852,0.1417,0.32873,0.31645,0.2502,0.11637,1.59973,3.93103,1.99149,1.57914,0.00124468,0.00124468,0.00124468
45,130.637,0.91825,1.59517,0.88609,1.01175,0.19901,0.24248,0.17613,0.10593,0.47033,0.23386,0.16572,0.07874,1.51794,3.91265,3.13703,1.52395,0.00124456,0.00124456,0.00124456
46,133.278,0.93382,1.6676,0.91537,1.00437,0.44767,0.42035,0.31132,0.19221,0.48436,0.42287,0.31958,0.13288,1.53956,3.7277,2.21514,1.56547,0.00124443,0.00124443,0.00124443
47,135.921,1.07801,1.79352,0.95087,1.07366,0.63145,0.39164,0.39576,0.23727,0.63145,0.39164,0.38156,0.19753,1.56172,3.45786,1.91496,1.62523,0.00124431,0.00124431,0.00124431
48,138.587,0.90169,1.63136,0.80583,0.98932,0.55543,0.39753,0.4113,0.2307,0.5536,0.3937,0.36771,0.17554,1.57866,3.264,1.79083,1.67325,0.00124418,0.00124418,0.00124418
49,141.208,0.94866,1.55792,0.82945,1.0118,0.64788,0.44761,0.4384,0.25858,0.58356,0.36563,0.3714,0.18712,1.51609,3.25474,1.95839,1.62563,0.00124406,0.00124406,0.00124406
50,143.911,0.89443,1.48771,0.75822,0.98951,0.47614,0.49451,0.40898,0.22305,0.58524,0.34872,0.33691,0.16077,1.57787,3.42177,2.31129,1.66407,0.00124394,0.00124394,0.00124394
51,146.531,0.9526,1.62826,0.90912,0.9867,0.52827,0.46558,0.42993,0.21021,0.50043,0.41099,0.32878,0.14838,1.55707,3.44616,1.89159,1.54955,0.00124381,0.00124381,0.00124381
52,149.151,0.92109,1.5495,0.78228,0.99437,0.50916,0.47184,0.40279,0.20024,0.38721,0.42778,0.29259,0.14392,1.5058,3.42154,1.99019,1.50007,0.00124369,0.00124369,0.00124369
53,151.786,0.93109,1.5566,0.89022,1.03904,0.37512,0.44788,0.33284,0.16301,0.40547,0.46378,0.32261,0.15218,1.5483,3.20005,1.93835,1.56261,0.00124357,0.00124357,0.00124357
54,154.424,0.97718,1.51204,0.86742,1.03227,0.29089,0.58507,0.28772,0.14787,0.34861,0.3981,0.25763,0.11807,1.51659,3.44996,1.99213,1.547,0.00124344,0.00124344,0.00124344
55,157.058,0.83377,1.47199,0.76509,0.96124,0.3208,0.5411,0.29483,0.15017,0.28362,0.42492,0.22933,0.11019,1.54384,3.67817,1.91541,1.56895,0.00124332,0.00124332,0.00124332
56,159.713,0.85709,1.46288,0.76884,0.97079,0.45179,0.59034,0.40759,0.21433,0.42675,0.43013,0.30092,0.13795,1.56385,3.86352,1.87597,1.56309,0.00124319,0.00124319,0.00124319
57,162.359,0.91399,1.56364,0.81192,1.00402,0.35516,0.46139,0.37142,0.19007,0.31723,0.41652,0.30084,0.15574,1.5773,3.72624,2.01949,1.58821,0.00124307,0.00124307,0.00124307
58,164.967,0.8449,1.3021,0.77028,0.96796,0.35258,0.35544,0.34297,0.19978,0.4861,0.26606,0.29978,0.16662,1.5577,3.80933,1.9932,1.60117,0.00124295,0.00124295,0.00124295
59,167.567,0.86744,1.58277,0.76802,0.99706,0.58895,0.3296,0.3461,0.18669,0.60595,0.30502,0.31943,0.17527,1.60178,3.73697,2.07765,1.58508,0.00124282,0.00124282,0.00124282
60,170.199,0.87702,1.40293,0.74299,0.98236,0.29205,0.43876,0.2931,0.17048,0.27306,0.4243,0.26641,0.13453,1.53114,3.66653,1.92474,1.56129,0.0012427,0.0012427,0.0012427
61,172.848,0.84873,1.47277,0.73058,0.95345,0.27732,0.38849,0.27441,0.15234,0.25848,0.37539,0.25868,0.11474,1.4481,3.61447,1.97483,1.49926,0.00124257,0.00124257,0.00124257
62,175.462,0.84459,1.52649,0.73013,0.97015,0.2985,0.41859,0.24434,0.14224,0.28183,0.40142,0.21775,0.09072,1.44653,3.84365,2.23272,1.44992,0.00124245,0.00124245,0.00124245
63,178.058,0.849,1.3736,0.75337,0.96606,0.42321,0.4378,0.30906,0.16827,0.33593,0.33043,0.22367,0.09575,1.43115,3.92404,2.20729,1.4208,0.00124233,0.00124233,0.00124233
64,180.698,0.86137,1.39598,0.7409,0.96668,0.51169,0.34924,0.39888,0.19901,0.30717,0.37872,0.26201,0.11474,1.49729,4.12001,1.91605,1.49274,0.0012422,0.0012422,0.0012422
65,183.317,0.85386,1.42045,0.70229,0.96044,0.36267,0.4902,0.38506,0.19923,0.24642,0.44101,0.27524,0.10087,1.47205,4.97124,1.76581,1.4906,0.00124208,0.00124208,0.00124208
66,185.937,0.89622,1.53312,0.7706,0.99023,0.45683,0.43386,0.38631,0.20404,0.40378,0.38499,0.30128,0.12941,1.41845,4.43279,1.7791,1.36597,0.00124196,0.00124196,0.00124196
67,188.558,0.83142,1.46047,0.70594,0.96289,0.39169,0.34272,0.27237,0.14993,0.37336,0.32742,0.23877,0.11323,1.40346,3.56521,2.06189,1.36022,0.00124183,0.00124183,0.00124183
68,191.163,0.88761,1.57951,0.80462,0.99734,0.34848,0.37874,0.28309,0.15776,0.30578,0.35079,0.24271,0.10539,1.39781,3.68013,1.9816,1.35799,0.00124171,0.00124171,0.00124171
69,193.791,0.81745,1.439,0.6673,0.94774,0.39293,0.43519,0.31235,0.17826,0.36509,0.40471,0.27192,0.1162,1.41501,4.05997,2.03171,1.37648,0.00124158,0.00124158,0.00124158
70,196.407,0.86246,1.46839,0.72807,0.95288,0.6006,0.48585,0.45922,0.22257,0.50474,0.36162,0.35512,0.13065,1.45816,4.0351,1.93405,1.44092,0.00124146,0.00124146,0.00124146
71,199.011,0.84276,1.53712,0.68485,0.98958,0.61605,0.46022,0.49796,0.24463,0.47002,0.41613,0.3663,0.14555,1.40977,3.33701,1.91863,1.42115,0.00124134,0.00124134,0.00124134
72,201.637,0.87381,1.6084,0.70829,0.98635,0.45636,0.48411,0.43841,0.22732,0.39066,0.40271,0.31037,0.14522,1.40749,3.11025,1.83652,1.3974,0.00124121,0.00124121,0.00124121
73,204.279,0.84503,1.35335,0.7279,0.96486,0.3534,0.54983,0.41472,0.20083,0.31146,0.45381,0.28909,0.13487,1.44921,3.28018,1.7778,1.43133,0.00124109,0.00124109,0.00124109
74,206.902,0.78743,1.29874,0.6597,0.94956,0.45325,0.3695,0.40938,0.20406,0.23926,0.48982,0.31299,0.13481,1.55722,3.13605,1.84829,1.48684,0.00124097,0.00124097,0.00124097
75,209.523,0.80091,1.33745,0.6588,0.91462,0.49039,0.3916,0.38418,0.17067,0.62282,0.2519,0.27413,0.13144,1.53304,2.96448,1.95125,1.56049,0.00124084,0.00124084,0.00124084
76,212.154,0.78722,1.31971,0.63677,0.93169,0.486,0.38148,0.42816,0.19089,0.2522,0.44982,0.29498,0.14421,1.5029,2.95785,1.83279,1.54275,0.00124072,0.00124072,0.00124072
77,214.782,0.72928,1.28312,0.60537,0.92449,0.39717,0.51368,0.44358,0.20988,0.31175,0.41137,0.31264,0.15992,1.5515,2.86192,1.93369,1.53162,0.00124059,0.00124059,0.00124059
78,217.408,0.76465,1.32618,0.67112,0.93376,0.58033,0.38975,0.40264,0.22536,0.5307,0.36604,0.36582,0.17783,1.442,3.05727,1.85537,1.45481,0.00124047,0.00124047,0.00124047
79,220.043,0.7713,1.35601,0.63482,0.93854,0.45459,0.44524,0.40542,0.2515,0.42528,0.42402,0.37883,0.18146,1.40414,3.11765,1.69595,1.40994,0.00124035,0.00124035,0.00124035
80,222.665,0.7745,1.29496,0.60406,0.92568,0.43614,0.44528,0.42609,0.27039,0.40568,0.42199,0.39608,0.2052,1.33738,3.12183,1.69249,1.35458,0.00124022,0.00124022,0.00124022
81,225.315,0.74161,1.29972,0.61734,0.94138,0.56959,0.42699,0.43125,0.27986,0.54662,0.41695,0.41409,0.21044,1.30563,3.14125,1.74776,1.32759,0.0012401,0.0012401,0.0012401
82,227.954,0.76056,1.29987,0.65414,0.93057,0.52974,0.44024,0.40401,0.25309,0.49562,0.41826,0.37341,0.17775,1.34828,3.29474,1.93938,1.37078,0.00123998,0.00123998,0.00123998
83,230.563,0.84652,1.31249,0.70842,0.95263,0.48602,0.42439,0.38624,0.23669,0.4672,0.40664,0.36052,0.15352,1.37533,3.26516,1.94255,1.4129,0.00123985,0.00123985,0.00123985
84,233.184,0.77542,1.28825,0.64145,0.91974,0.45917,0.46807,0.42643,0.26884,0.42671,0.42451,0.37911,0.18382,1.38688,3.19939,1.81519,1.40286,0.00123973,0.00123973,0.00123973
85,235.798,0.76875,1.25692,0.64466,0.90547,0.51086,0.49699,0.42294,0.26537,0.37642,0.48137,0.37432,0.17058,1.47029,3.23637,1.86994,1.45113,0.0012396,0.0012396,0.0012396
86,238.418,0.80405,1.41357,0.67412,0.95375,0.39583,0.4412,0.33247,0.16782,0.34743,0.41916,0.29595,0.14427,1.50117,3.23442,2.09653,1.5348,0.00123948,0.00123948,0.00123948
87,241.021,0.7612,1.31134,0.73272,0.92785,0.36581,0.463,0.34913,0.18464,0.34995,0.44948,0.32553,0.15918,1.47153,3.12364,2.00313,1.48879,0.00123936,0.00123936,0.00123936
88,243.653,0.78129,1.28469,0.66948,0.95346,0.2898,0.40589,0.31019,0.17423,0.29741,0.41238,0.31599,0.16165,1.46576,3.09773,2.01777,1.43772,0.00123923,0.00123923,0.00123923
89,246.266,0.79153,1.22308,0.66939,0.95151,0.28226,0.34063,0.27822,0.16835,0.29094,0.35109,0.29058,0.15472,1.44218,3.05185,2.06167,1.40625,0.00123911,0.00123911,0.00123911
90,248.878,0.79485,1.3165,0.65431,0.94514,0.28667,0.48006,0.3089,0.18883,0.29037,0.48178,0.31505,0.16178,1.44493,3.01441,1.76359,1.4437,0.00123899,0.00123899,0.00123899
91,251.551,0.7826,1.16558,0.72963,0.9429,0.6562,0.3584,0.33214,0.20085,0.64541,0.35014,0.32603,0.16147,1.44542,3.17145,1.6568,1.46142,0.00123886,0.00123886,0.00123886
92,254.203,0.79148,1.32174,0.62165,0.9469,0.61003,0.42913,0.3654,0.21385,0.58474,0.39966,0.3343,0.17148,1.36277,3.13229,1.6484,1.38438,0.00123874,0.00123874,0.00123874
93,256.871,0.76752,1.30055,0.62289,0.93163,0.63768,0.38505,0.34294,0.19197,0.60897,0.3685,0.32827,0.16308,1.40022,3.06438,1.78404,1.44629,0.00123861,0.00123861,0.00123861
94,259.534,0.76746,1.34223,0.65091,0.94507,0.40592,0.47141,0.34764,0.20074,0.42987,0.46499,0.35258,0.17319,1.45056,3.17652,1.8916,1.499,0.00123849,0.00123849,0.00123849
95,262.166,0.69129,1.20299,0.61575,0.91824,0.48801,0.35071,0.32061,0.19039,0.51895,0.35747,0.33476,0.16941,1.43831,3.03915,2.07568,1.47036,0.00123837,0.00123837,0.00123837
96,264.826,0.80674,1.27872,0.64483,0.96407,0.38847,0.44839,0.34614,0.19722,0.38359,0.43934,0.34125,0.17678,1.4319,2.91262,1.97837,1.47576,0.00123824,0.00123824,0.00123824
97,267.48,0.75999,1.28946,0.6511,0.92522,0.41457,0.32286,0.34675,0.18283,0.41388,0.32826,0.34324,0.16832,1.51443,2.89534,2.03826,1.48042,0.00123812,0.00123812,0.00123812
98,270.107,0.81532,1.21001,0.65811,0.95334,0.36075,0.38467,0.34137,0.19353,0.35733,0.37875,0.33388,0.15498,1.44101,2.94108,2.11312,1.45368,0.001238,0.001238,0.001238
99,272.73,0.6898,1.20806,0.57905,0.8804,0.35315,0.39844,0.35233,0.21355,0.38601,0.35546,0.34396,0.1606,1.39832,2.91019,1.95183,1.46042,0.00123787,0.00123787,0.00123787
100,275.366,0.83312,1.23479,0.6049,0.95594,0.3995,0.30834,0.30839,0.18949,0.42762,0.31474,0.3068,0.15241,1.37654,2.93017,2.06308,1.46672,0.00123775,0.00123775,0.00123775
101,278.013,0.72608,1.22061,0.58449,0.89914,0.26583,0.32797,0.28318,0.16809,0.26591,0.32667,0.26354,0.13476,1.46026,3.05907,2.07142,1.49212,0.00123763,0.00123763,0.00123763
102,280.631,0.77065,1.21877,0.64115,0.95965,0.53895,0.28454,0.27137,0.1603,0.53248,0.27959,0.24959,0.13221,1.4956,3.01767,2.07559,1.46652,0.0012375,0.0012375,0.0012375
103,283.263,0.75518,1.23009,0.61708,0.92891,0.31613,0.28911,0.26899,0.15984,0.31278,0.29269,0.25554,0.13578,1.44189,3.11183,2.09917,1.43931,0.00123738,0.00123738,0.00123738
104,285.888,0.73091,1.25804,0.5905,0.93091,0.29552,0.31884,0.24832,0.14096,0.31109,0.2937,0.23776,0.12664,1.54184,3.12142,2.28773,1.50152,0.00123725,0.00123725,0.00123725
105,288.514,0.67884,1.24298,0.57604,0.92174,0.30987,0.31758,0.26714,0.14618,0.31069,0.31323,0.26215,0.13302,1.60794,3.1648,2.20271,1.57322,0.00123713,0.00123713,0.00123713
106,291.143,0.75102,1.2451,0.58431,0.93791,0.67858,0.26529,0.30352,0.1667,0.67858,0.26529,0.29452,0.13405,1.56539,3.15638,2.08291,1.56495,0.00123701,0.00123701,0.00123701
107,293.776,0.7156,1.28206,0.58004,0.92218,0.63357,0.28779,0.33385,0.18619,0.5883,0.31508,0.32137,0.16033,1.5413,3.1231,1.92483,1.52585,0.00123688,0.00123688,0.00123688
108,296.403,0.69574,1.20222,0.53169,0.91112,0.29442,0.37849,0.33441,0.18753,0.71476,0.28307,0.31879,0.17379,1.59069,3.1857,1.97367,1.55711,0.00123676,0.00123676,0.00123676
109,299.04,0.72331,1.18492,0.57909,0.92302,0.39589,0.36628,0.33591,0.1826,0.39452,0.36205,0.30746,0.16289,1.63653,3.26498,2.06036,1.58752,0.00123664,0.00123664,0.00123664
110,301.671,0.72066,1.13331,0.6103,0.91353,0.31509,0.3582,0.32689,0.16993,0.32849,0.36222,0.30409,0.15168,1.64227,3.27756,2.11238,1.58416,0.00123651,0.00123651,0.00123651
111,304.326,0.66972,1.12731,0.51975,0.88627,0.3849,0.44144,0.39192,0.21357,0.37104,0.42662,0.37052,0.18707,1.60335,3.15341,2.01359,1.5509,0.00123639,0.00123639,0.00123639
112,306.942,0.69598,1.12882,0.55462,0.89146,0.56825,0.39092,0.38733,0.22138,0.55572,0.3884,0.367,0.20019,1.55542,3.02334,2.08306,1.55156,0.00123626,0.00123626,0.00123626
113,309.55,0.74468,1.10816,0.66622,0.94898,0.72847,0.3228,0.39823,0.23822,0.72847,0.3228,0.38152,0.20511,1.46411,2.97719,2.10875,1.48907,0.00123614,0.00123614,0.00123614
114,312.176,0.7322,1.22225,0.56178,0.91992,0.70536,0.32111,0.41917,0.23719,0.70536,0.32111,0.4269,0.2514,1.53128,2.96037,2.01079,1.54246,0.00123602,0.00123602,0.00123602
115,314.808,0.68017,1.18284,0.56208,0.91817,0.46376,0.43883,0.37244,0.20551,0.47016,0.4469,0.37335,0.19418,1.50947,2.9624,1.87441,1.46376,0.00123589,0.00123589,0.00123589
116,317.436,0.71444,1.14745,0.57026,0.91866,0.36593,0.47493,0.37728,0.20769,0.36508,0.48471,0.37142,0.18744,1.44657,2.89467,1.86062,1.39225,0.00123577,0.00123577,0.00123577
117,320.07,0.69764,1.16807,0.55688,0.90323,0.37465,0.44015,0.35729,0.20165,0.37729,0.44993,0.34762,0.17834,1.45193,2.84658,1.92714,1.42657,0.00123565,0.00123565,0.00123565
118,322.733,0.69934,1.10922,0.56507,0.89446,0.40953,0.42518,0.34003,0.1995,0.40699,0.43073,0.33608,0.17494,1.44005,2.82632,1.88711,1.45517,0.00123552,0.00123552,0.00123552
119,325.355,0.71638,1.11675,0.57487,0.90236,0.484,0.38598,0.35971,0.21595,0.45046,0.39887,0.35334,0.1854,1.41894,2.86051,1.94187,1.46568,0.0012354,0.0012354,0.0012354
120,327.969,0.69856,1.21238,0.56229,0.90907,0.53103,0.36352,0.37923,0.22686,0.54122,0.37138,0.38759,0.21013,1.42976,2.8955,2.02247,1.46424,0.00123527,0.00123527,0.00123527
121,330.594,0.69348,1.1814,0.56074,0.90993,0.53448,0.35813,0.4158,0.26418,0.55974,0.36489,0.43147,0.23606,1.40375,2.9756,2.03274,1.40043,0.00123515,0.00123515,0.00123515
122,333.25,0.6653,1.08166,0.57102,0.90263,0.43342,0.44569,0.38469,0.24058,0.46492,0.4702,0.41347,0.20694,1.37,3.04961,1.80756,1.37521,0.00123503,0.00123503,0.00123503
123,335.892,0.70204,1.21203,0.57317,0.91606,0.4884,0.5214,0.45782,0.27703,0.51033,0.55821,0.47823,0.22631,1.38668,2.9319,1.71459,1.37363,0.0012349,0.0012349,0.0012349
124,338.554,0.69383,1.14045,0.56468,0.9173,0.48789,0.58746,0.4406,0.26493,0.49921,0.59788,0.44722,0.2115,1.40711,2.84067,1.63465,1.42307,0.00123478,0.00123478,0.00123478
125,341.194,0.658,1.13,0.53215,0.89033,0.41996,0.55692,0.44931,0.26151,0.42761,0.55944,0.44912,0.20868,1.36922,2.81648,1.68905,1.41762,0.00123466,0.00123466,0.00123466
126,343.842,0.66326,1.06409,0.55345,0.9013,0.57111,0.47727,0.42441,0.23903,0.57662,0.48574,0.42152,0.20583,1.37806,2.72541,1.95148,1.43625,0.00123453,0.00123453,0.00123453
127,346.479,0.68591,1.15337,0.55784,0.89972,0.57861,0.37231,0.40108,0.22462,0.58414,0.37736,0.39681,0.19301,1.38578,2.71447,2.09551,1.46171,0.00123441,0.00123441,0.00123441
128,349.113,0.66746,1.10395,0.55335,0.90933,0.60398,0.36763,0.41347,0.21166,0.60797,0.37186,0.40743,0.20687,1.40791,2.69952,2.07628,1.48894,0.00123428,0.00123428,0.00123428
129,351.764,0.66262,1.09587,0.55006,0.9043,0.60595,0.40151,0.43772,0.23449,0.60595,0.40151,0.42331,0.20868,1.43998,2.74293,1.89591,1.51679,0.00123416,0.00123416,0.00123416
130,354.41,0.66317,1.11739,0.53729,0.91016,0.49768,0.42844,0.4331,0.24048,0.49768,0.42844,0.4193,0.19594,1.44011,2.84871,1.95324,1.53003,0.00123404,0.00123404,0.00123404
131,357.056,0.66888,1.25719,0.554,0.89933,0.41821,0.46333,0.33582,0.18191,0.42527,0.4417,0.33612,0.15543,1.41216,2.84663,1.99403,1.47659,0.00123391,0.00123391,0.00123391
