epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
11,64.7545,1.16697,1.84374,1.83158,1.06448,0.35803,0.3867,0.33375,0.18318,0.33551,0.35415,0.30505,0.16117,1.45648,2.78222,2.48571,1.29474,0.00869139,0.00869139,0.00869139
12,69.6613,1.2481,2.12062,1.68009,1.05673,0.24227,0.40814,0.27164,0.14916,0.21415,0.37563,0.26185,0.12371,1.62864,2.8083,2.40613,1.35411,0.00948965,0.00948965,0.00948965
13,74.5366,1.21818,2.26048,1.69651,1.10153,0.60034,0.33219,0.34403,0.18742,0.5927,0.3354,0.3366,0.17336,1.50176,2.35781,2.53237,1.27733,0.00998812,0.00998812,0.00998812
14,79.3769,1.24022,1.96157,1.77099,1.08327,0.51504,0.29915,0.34995,0.1972,0.50521,0.28779,0.34238,0.17875,1.39142,2.37555,2.4506,1.2572,0.00998713,0.00998713,0.00998713
15,84.2447,1.22805,2.09986,1.64284,1.07319,0.54133,0.3946,0.35048,0.23949,0.57961,0.38078,0.33239,0.21065,1.26069,2.47806,2.28133,1.20072,0.00998614,0.00998614,0.00998614
16,89.1221,1.17592,2.11994,1.50013,1.04903,0.3006,0.47486,0.34994,0.21326,0.30402,0.48636,0.34513,0.19102,1.39431,2.2976,3.57527,1.22903,0.00998515,0.00998515,0.00998515
17,94.0141,1.25401,2.03751,1.63052,1.05325,0.60006,0.24687,0.28936,0.17376,0.60006,0.24687,0.28583,0.14671,1.38259,2.3138,3.17734,1.2101,0.00998416,0.00998416,0.00998416
18,98.8864,1.25717,1.91883,1.64879,1.04707,0.44432,0.35409,0.23658,0.14845,0.44432,0.35409,0.23032,0.1279,1.43542,2.45327,2.54745,1.3228,0.00998317,0.00998317,0.00998317
19,103.775,1.15938,1.88358,1.41672,1.03181,0.35191,0.34547,0.39197,0.23607,0.26191,0.49734,0.38323,0.22036,1.40143,2.53374,2.0973,1.29373,0.00998218,0.00998218,0.00998218
20,108.666,1.16556,1.95027,1.46135,1.01842,0.34767,0.50123,0.39474,0.24256,0.33317,0.46562,0.36942,0.20475,1.48956,2.56645,2.04263,1.33653,0.00998119,0.00998119,0.00998119
21,113.587,1.18581,1.88333,1.30985,1.03711,0.43096,0.45677,0.40801,0.22097,0.3597,0.39227,0.35396,0.17321,1.60281,2.98728,2.18504,1.39065,0.0099802,0.0099802,0.0099802
22,118.48,1.16103,1.88216,1.18884,1.04908,0.5106,0.32001,0.26818,0.14494,0.50526,0.30816,0.26995,0.13186,1.63731,2.8389,3.26975,1.45367,0.00997921,0.00997921,0.00997921
23,123.37,1.23146,1.94915,1.33645,1.06678,0.30594,0.52497,0.35694,0.20304,0.303,0.52469,0.34486,0.18702,1.42814,2.62674,2.84941,1.3515,0.00997822,0.00997822,0.00997822
24,128.277,1.08701,1.76083,1.17858,0.99507,0.34765,0.46163,0.31497,0.17117,0.34283,0.44972,0.30275,0.16216,1.57528,2.57843,2.35355,1.45054,0.00997723,0.00997723,0.00997723
25,133.152,1.09231,1.74307,1.13566,1.02716,0.32011,0.48976,0.35518,0.20182,0.38046,0.3755,0.32749,0.18265,1.6082,2.73724,2.25777,1.46371,0.00997624,0.00997624,0.00997624
26,138.053,1.12481,1.58846,1.11066,1.04877,0.50134,0.42193,0.40352,0.24871,0.50134,0.42193,0.40057,0.23949,1.44213,2.59623,2.05158,1.34563,0.00997525,0.00997525,0.00997525
27,142.984,1.0277,1.67674,1.09146,0.99991,0.41987,0.39714,0.35084,0.22498,0.40829,0.40164,0.3648,0.20357,1.53328,2.57847,2.52218,1.40083,0.00997426,0.00997426,0.00997426
28,147.889,1.08771,1.73418,1.23454,1.01659,0.60088,0.3792,0.29584,0.17107,0.59463,0.35579,0.28789,0.16721,1.46583,2.34036,2.64865,1.35127,0.00997327,0.00997327,0.00997327
29,152.787,1.11167,1.7295,1.16783,1.01805,0.5848,0.34753,0.36673,0.22987,0.5848,0.34753,0.36675,0.23584,1.53548,2.6144,2.0647,1.41041,0.00997228,0.00997228,0.00997228
30,157.702,1.07157,1.69948,1.08184,1.01366,0.35934,0.52291,0.38342,0.22589,0.42083,0.42264,0.38046,0.23751,1.45096,2.30726,2.11221,1.34295,0.00997129,0.00997129,0.00997129
31,162.621,1.08686,1.68911,1.05408,1.0159,0.63598,0.37433,0.39827,0.23243,0.63012,0.36813,0.38002,0.24551,1.37807,2.31989,2.05463,1.32618,0.0099703,0.0099703,0.0099703
32,167.555,1.09658,1.84319,1.16557,1.04785,0.48732,0.45422,0.42558,0.25841,0.3722,0.52113,0.42257,0.24783,1.41487,2.42923,2.17202,1.30643,0.00996931,0.00996931,0.00996931
33,172.488,1.02711,1.67434,0.97193,0.99476,0.42078,0.59114,0.49518,0.29083,0.42548,0.59167,0.48252,0.26716,1.4126,2.73636,1.80573,1.31753,0.00996832,0.00996832,0.00996832
34,177.485,1.02354,1.61481,0.92218,0.98769,0.47095,0.45163,0.45863,0.2704,0.43659,0.4258,0.39372,0.20295,1.43661,3.03824,1.9855,1.33481,0.00996733,0.00996733,0.00996733
35,182.413,1.06362,1.68552,0.91859,0.99533,0.54723,0.45826,0.46961,0.28782,0.59083,0.43445,0.44142,0.24925,1.38174,2.5719,1.82292,1.30701,0.00996634,0.00996634,0.00996634
36,187.398,0.99338,1.50871,0.89166,0.97567,0.51224,0.42041,0.42975,0.27425,0.51161,0.41986,0.41771,0.25705,1.29686,2.68387,1.84392,1.21077,0.00996535,0.00996535,0.00996535
37,192.341,0.98001,1.58821,0.9267,0.97359,0.45377,0.39516,0.41098,0.23351,0.45632,0.39462,0.39832,0.21677,1.40806,2.83915,2.01132,1.26079,0.00996436,0.00996436,0.00996436
38,197.267,1.02137,1.5805,0.87211,0.98619,0.46305,0.37221,0.37484,0.22879,0.41303,0.41305,0.37726,0.20723,1.41933,2.61632,2.00311,1.29508,0.00996337,0.00996337,0.00996337
39,202.217,1.01104,1.58726,0.83601,0.98193,0.38333,0.4569,0.37378,0.21334,0.40077,0.45326,0.38474,0.21564,1.43687,2.68365,2.20273,1.33237,0.00996238,0.00996238,0.00996238
40,207.143,0.98301,1.518,0.84361,0.98963,0.46556,0.45541,0.41025,0.22629,0.46149,0.45909,0.41893,0.23933,1.50655,2.57036,2.15248,1.328,0.00996139,0.00996139,0.00996139
41,212.04,0.98111,1.5153,0.83129,0.98942,0.51171,0.40304,0.44179,0.28502,0.49335,0.40402,0.43045,0.26526,1.39199,2.61798,1.96584,1.27702,0.0099604,0.0099604,0.0099604
42,216.968,0.96835,1.54771,0.82664,0.98019,0.47111,0.45265,0.3658,0.21402,0.49361,0.43353,0.36385,0.21711,1.36589,2.4334,2.46786,1.28873,0.00995941,0.00995941,0.00995941
43,221.893,0.95271,1.47834,0.78555,0.95613,0.46402,0.48569,0.46106,0.29247,0.46402,0.48569,0.46549,0.26142,1.40428,2.45002,2.03451,1.30076,0.00995842,0.00995842,0.00995842
44,226.826,0.97476,1.50377,0.78672,0.97537,0.55901,0.43906,0.46585,0.28235,0.58163,0.41662,0.45406,0.26293,1.37957,2.54626,1.80315,1.29316,0.00995743,0.00995743,0.00995743
45,231.747,1.00043,1.55368,0.84457,0.98866,0.51624,0.42873,0.44881,0.27871,0.51396,0.3942,0.43401,0.26885,1.46152,2.64947,1.87808,1.39998,0.00995644,0.00995644,0.00995644
46,236.699,0.96688,1.54912,0.79509,0.98361,0.41612,0.39392,0.39865,0.25908,0.40832,0.43247,0.39925,0.24828,1.50725,2.57726,2.03158,1.43308,0.00995545,0.00995545,0.00995545
47,241.66,0.96558,1.60203,0.76101,0.98352,0.29529,0.49644,0.3655,0.22947,0.30495,0.50046,0.37133,0.23183,1.51082,2.54925,2.0037,1.41858,0.00995446,0.00995446,0.00995446
48,246.605,0.94429,1.4853,0.72666,0.9629,0.40414,0.47051,0.42066,0.26151,0.40684,0.45895,0.4223,0.25362,1.47371,2.44023,2.03194,1.40751,0.00995347,0.00995347,0.00995347
49,251.527,0.97174,1.41143,0.83918,0.9732,0.34459,0.4642,0.35504,0.21556,0.34294,0.46528,0.35975,0.22783,1.54169,2.43777,2.1418,1.43088,0.00995248,0.00995248,0.00995248
50,256.449,0.97256,1.50628,0.86464,0.98523,0.34172,0.39125,0.37459,0.22353,0.36643,0.50986,0.37411,0.22872,1.4148,2.30446,2.13403,1.35696,0.00995149,0.00995149,0.00995149
51,261.393,0.91295,1.46518,0.79067,0.95924,0.52683,0.42103,0.41548,0.25136,0.53242,0.42084,0.41174,0.22214,1.52287,2.332,1.96759,1.47367,0.0099505,0.0099505,0.0099505
52,266.316,0.90689,1.3733,0.72727,0.94921,0.51193,0.42027,0.40298,0.24842,0.50937,0.42108,0.40996,0.24189,1.48401,2.3535,2.06582,1.47056,0.00994951,0.00994951,0.00994951
53,271.24,0.9103,1.38956,0.73406,0.93771,0.51596,0.39274,0.39806,0.23424,0.54434,0.40663,0.3971,0.22758,1.49003,2.32195,2.15825,1.41062,0.00994852,0.00994852,0.00994852
54,276.181,0.9411,1.4611,0.7593,0.94168,0.48384,0.46818,0.42164,0.25148,0.47783,0.47655,0.4312,0.23414,1.41028,2.37697,1.98701,1.34952,0.00994753,0.00994753,0.00994753
55,281.108,0.92197,1.49657,0.74122,0.96534,0.44661,0.42315,0.35848,0.20337,0.43808,0.452,0.33988,0.19767,1.46249,2.55141,2.28764,1.39765,0.00994654,0.00994654,0.00994654
56,286.059,0.87463,1.35002,0.70236,0.93724,0.49264,0.44785,0.43491,0.25371,0.52789,0.41323,0.42528,0.23388,1.42506,2.75739,2.19535,1.35598,0.00994555,0.00994555,0.00994555
57,291.008,0.88958,1.42837,0.7206,0.9481,0.53668,0.47145,0.42363,0.25462,0.53827,0.48282,0.42854,0.24589,1.39917,2.67768,2.05412,1.31463,0.00994456,0.00994456,0.00994456
58,295.991,0.91807,1.37989,0.71157,0.94919,0.45158,0.53564,0.41219,0.25545,0.44345,0.52428,0.41391,0.22441,1.46449,2.84556,1.95285,1.37274,0.00994357,0.00994357,0.00994357
59,300.933,0.86906,1.4131,0.7123,0.95277,0.38261,0.5123,0.38945,0.25317,0.35935,0.49841,0.37536,0.22688,1.40718,2.76326,2.00451,1.32378,0.00994258,0.00994258,0.00994258
60,305.918,0.88886,1.35551,0.68738,0.95455,0.43986,0.43254,0.37952,0.22941,0.4131,0.41385,0.34762,0.19253,1.58071,2.91588,2.08068,1.46569,0.00994159,0.00994159,0.00994159
61,310.879,0.91242,1.41488,0.71557,0.96227,0.41613,0.49188,0.44198,0.26848,0.43168,0.4951,0.43054,0.23138,1.52339,2.91376,2.07742,1.39495,0.0099406,0.0099406,0.0099406
62,315.831,0.90142,1.40518,0.7621,0.94963,0.381,0.52505,0.39921,0.2409,0.35458,0.52307,0.39388,0.2213,1.42818,2.58198,2.21773,1.33727,0.00993961,0.00993961,0.00993961
63,320.782,0.9005,1.3206,0.72774,0.95234,0.41504,0.49739,0.41095,0.26346,0.3656,0.4588,0.38077,0.22872,1.37908,2.65968,2.0651,1.32172,0.00993862,0.00993862,0.00993862
64,325.737,0.8681,1.26945,0.69297,0.93238,0.42532,0.43597,0.39465,0.26692,0.40527,0.43091,0.37074,0.23816,1.39582,2.55297,2.01222,1.3633,0.00993763,0.00993763,0.00993763
65,330.733,0.92615,1.30044,0.70138,0.95307,0.43443,0.41698,0.39623,0.23772,0.41028,0.4366,0.37242,0.22634,1.45408,2.33914,2.26324,1.41051,0.00993664,0.00993664,0.00993664
66,335.689,0.89022,1.35054,0.70475,0.94866,0.53683,0.36919,0.39502,0.25693,0.46713,0.36106,0.37695,0.22972,1.29518,2.42257,2.11614,1.27848,0.00993565,0.00993565,0.00993565
67,340.618,0.87629,1.28046,0.70594,0.94981,0.50353,0.42248,0.40231,0.2666,0.49733,0.41061,0.39485,0.22699,1.34105,2.40177,2.23414,1.28823,0.00993466,0.00993466,0.00993466
68,345.607,0.8505,1.26027,0.68261,0.93559,0.5465,0.36781,0.37628,0.24415,0.57389,0.35548,0.35115,0.21156,1.32025,2.6411,2.25861,1.27283,0.00993367,0.00993367,0.00993367
69,350.544,0.8249,1.30395,0.66567,0.92465,0.54437,0.3513,0.36355,0.24343,0.53554,0.33939,0.34915,0.21701,1.34746,2.57415,2.34124,1.29673,0.00993268,0.00993268,0.00993268
70,355.484,0.86069,1.38819,0.66306,0.93094,0.62944,0.41352,0.41378,0.26489,0.62944,0.41352,0.40604,0.245,1.35527,2.62949,2.02781,1.31038,0.00993169,0.00993169,0.00993169
71,360.446,0.84484,1.28306,0.63428,0.91349,0.4876,0.45731,0.40278,0.24661,0.4646,0.43667,0.38752,0.22668,1.39749,2.61726,2.12142,1.35283,0.0099307,0.0099307,0.0099307
72,365.374,0.89115,1.26692,0.71819,0.95112,0.46835,0.43767,0.38736,0.25295,0.46487,0.45346,0.38411,0.23406,1.3022,2.31853,1.96812,1.27667,0.00992971,0.00992971,0.00992971
73,370.327,0.83922,1.34592,0.66169,0.95069,0.46191,0.45396,0.41377,0.26359,0.44094,0.44211,0.39984,0.25684,1.38606,2.37586,2.17936,1.35468,0.00992872,0.00992872,0.00992872
74,375.301,0.79651,1.24255,0.63446,0.92912,0.36987,0.49773,0.39449,0.25721,0.45406,0.42144,0.39931,0.24852,1.35068,2.26274,2.08178,1.32822,0.00992773,0.00992773,0.00992773
75,380.243,0.82128,1.31082,0.65369,0.93635,0.49661,0.43059,0.40578,0.27356,0.52749,0.47067,0.42227,0.24375,1.37976,2.56656,2.14859,1.31133,0.00992674,0.00992674,0.00992674
76,385.17,0.86147,1.27647,0.69144,0.93858,0.41122,0.42378,0.39341,0.26488,0.41448,0.44969,0.39785,0.24097,1.48466,2.71843,2.26823,1.36267,0.00992575,0.00992575,0.00992575
77,390.129,0.85328,1.27892,0.65394,0.93071,0.51257,0.39285,0.41284,0.27759,0.53046,0.40422,0.42762,0.26117,1.37496,2.27586,2.06784,1.28662,0.00992476,0.00992476,0.00992476
78,395.119,0.84326,1.33374,0.64949,0.9286,0.46808,0.47038,0.43433,0.27481,0.4533,0.46786,0.4295,0.25433,1.37236,2.28374,1.82202,1.30049,0.00992377,0.00992377,0.00992377
79,400.078,0.86141,1.30084,0.64729,0.93106,0.44514,0.4157,0.41893,0.25287,0.46133,0.42557,0.41058,0.24009,1.40401,2.36873,1.88477,1.35404,0.00992278,0.00992278,0.00992278
80,405.049,0.86866,1.30962,0.65513,0.95946,0.5776,0.4105,0.42446,0.26177,0.46236,0.44405,0.41716,0.24217,1.4609,2.47962,1.86542,1.38245,0.00992179,0.00992179,0.00992179
81,410.012,0.82322,1.18239,0.64451,0.92643,0.54526,0.4506,0.44678,0.27887,0.53738,0.43869,0.43877,0.25595,1.50456,2.50602,1.99762,1.40721,0.0099208,0.0099208,0.0099208
82,415.001,0.83649,1.35096,0.63063,0.90431,0.57585,0.46155,0.48869,0.30439,0.5537,0.47516,0.47787,0.28639,1.41806,2.33118,1.74841,1.36248,0.00991981,0.00991981,0.00991981
83,419.999,0.85391,1.27227,0.65113,0.93213,0.49889,0.49897,0.48085,0.29862,0.47308,0.5479,0.47317,0.29282,1.37246,2.40323,1.78129,1.33419,0.00991882,0.00991882,0.00991882
84,424.955,0.8139,1.19722,0.61112,0.92335,0.61396,0.42207,0.43714,0.27792,0.61583,0.41693,0.44162,0.26256,1.41968,2.40018,1.92664,1.37587,0.00991783,0.00991783,0.00991783
85,429.942,0.79771,1.28022,0.60597,0.92064,0.51891,0.46851,0.44399,0.25648,0.53137,0.43928,0.43911,0.2515,1.39346,2.3395,2.04719,1.37381,0.00991684,0.00991684,0.00991684
86,434.915,0.88625,1.43872,0.68985,0.94713,0.62794,0.42383,0.46835,0.2878,0.65763,0.40994,0.47211,0.28323,1.411,2.30585,1.8865,1.32422,0.00991585,0.00991585,0.00991585
87,439.9,0.82472,1.30062,0.60596,0.92797,0.53849,0.48013,0.50067,0.32353,0.57124,0.50311,0.51519,0.31067,1.32883,2.34186,1.85079,1.34194,0.00991486,0.00991486,0.00991486
88,444.91,0.84446,1.27562,0.61071,0.91337,0.38791,0.50238,0.43369,0.29307,0.49855,0.40911,0.45372,0.28347,1.30918,2.38228,2.13006,1.32174,0.00991387,0.00991387,0.00991387
89,449.911,0.84454,1.27197,0.63895,0.92421,0.50161,0.5035,0.45132,0.28753,0.50292,0.50813,0.45391,0.27602,1.30422,2.26925,1.81044,1.29992,0.00991288,0.00991288,0.00991288
90,454.894,0.83525,1.24068,0.61801,0.93414,0.40225,0.53809,0.43164,0.27029,0.42609,0.50456,0.44377,0.26898,1.37418,2.36194,1.85564,1.31089,0.00991189,0.00991189,0.00991189
91,459.86,0.82806,1.27223,0.59509,0.92064,0.39082,0.51591,0.42343,0.27405,0.38371,0.504,0.42428,0.27431,1.37153,2.39987,2.00674,1.31408,0.0099109,0.0099109,0.0099109
92,464.856,0.8238,1.31355,0.63923,0.92689,0.44471,0.51993,0.42536,0.26908,0.41956,0.50621,0.42217,0.2637,1.36825,2.33721,1.99558,1.32316,0.00990991,0.00990991,0.00990991
93,469.84,0.79435,1.17161,0.59959,0.92304,0.43832,0.62807,0.47515,0.31062,0.43768,0.64699,0.47865,0.29331,1.36618,2.31864,1.67929,1.34272,0.00990892,0.00990892,0.00990892
94,474.813,0.81913,1.23839,0.59986,0.92481,0.52245,0.38178,0.43775,0.28781,0.52245,0.38178,0.44144,0.2893,1.38331,2.31497,1.92056,1.35662,0.00990793,0.00990793,0.00990793
95,479.814,0.80114,1.23041,0.59014,0.92501,0.56235,0.44069,0.48365,0.31209,0.42421,0.56305,0.48662,0.30369,1.30916,2.28642,1.83888,1.23643,0.00990694,0.00990694,0.00990694
96,484.819,0.76471,1.25618,0.57992,0.90705,0.48997,0.54203,0.46063,0.2872,0.49723,0.54149,0.45654,0.29133,1.27961,2.24343,1.85337,1.24531,0.00990595,0.00990595,0.00990595
97,489.833,0.76043,1.2376,0.6285,0.92183,0.43962,0.53609,0.46881,0.30111,0.51964,0.5097,0.49704,0.30072,1.31847,2.16162,1.7221,1.28495,0.00990496,0.00990496,0.00990496
98,494.822,0.78305,1.1683,0.5922,0.9055,0.61518,0.39751,0.42793,0.26464,0.53522,0.37163,0.41315,0.2583,1.42516,2.30877,1.95525,1.31363,0.00990397,0.00990397,0.00990397
99,499.825,0.79161,1.13468,0.61942,0.92113,0.5557,0.39746,0.418,0.26653,0.43082,0.48014,0.42182,0.26451,1.33504,2.34019,2.15937,1.30234,0.00990298,0.00990298,0.00990298
100,504.792,0.78259,1.20739,0.62556,0.91331,0.48547,0.3625,0.40479,0.27453,0.42908,0.33472,0.37672,0.25167,1.30292,2.35766,2.22967,1.29415,0.00990199,0.00990199,0.00990199
101,509.789,0.74618,1.14755,0.5949,0.90329,0.48349,0.38557,0.45556,0.30136,0.46963,0.36451,0.43437,0.2843,1.34169,2.53102,2.03015,1.30287,0.009901,0.009901,0.009901
102,514.819,0.8218,1.26252,0.58979,0.92549,0.53324,0.39122,0.44404,0.28395,0.48107,0.4144,0.43583,0.27314,1.36396,2.58319,2.15233,1.35129,0.00990001,0.00990001,0.00990001
103,519.817,0.76353,1.14734,0.59165,0.90669,0.39925,0.55705,0.41008,0.25663,0.40367,0.56811,0.41169,0.24757,1.39158,2.52039,1.99926,1.37357,0.00989902,0.00989902,0.00989902
104,524.801,0.78087,1.18334,0.60108,0.91194,0.52231,0.44007,0.42281,0.27337,0.52231,0.44007,0.41251,0.25399,1.46462,2.51756,2.34549,1.40224,0.00989803,0.00989803,0.00989803
105,529.799,0.75801,1.17394,0.59599,0.9029,0.43796,0.38081,0.31437,0.19284,0.40336,0.36692,0.30729,0.19325,1.62799,2.78592,3.12623,1.5007,0.00989704,0.00989704,0.00989704
106,534.814,0.78129,1.14185,0.58728,0.91034,0.53218,0.46454,0.4519,0.27213,0.53218,0.46454,0.44652,0.26469,1.41748,2.54672,2.28215,1.3785,0.00989605,0.00989605,0.00989605
107,539.82,0.78741,1.15855,0.60585,0.9118,0.44501,0.51503,0.45477,0.27563,0.45122,0.5264,0.45169,0.26986,1.4813,2.61129,2.13847,1.42124,0.00989506,0.00989506,0.00989506
108,544.821,0.76415,1.12468,0.57968,0.90665,0.4066,0.45707,0.41563,0.27747,0.39349,0.45031,0.40448,0.26546,1.44126,2.70482,2.32133,1.38413,0.00989407,0.00989407,0.00989407
109,549.831,0.74467,1.07964,0.58045,0.9078,0.53267,0.40723,0.45277,0.30873,0.52231,0.39503,0.44775,0.28217,1.40519,2.40995,1.88879,1.39073,0.00989308,0.00989308,0.00989308
110,554.861,0.7327,1.13818,0.53539,0.90194,0.38486,0.43928,0.41092,0.25471,0.40771,0.46453,0.42123,0.2484,1.42889,2.29064,1.99009,1.36863,0.00989209,0.00989209,0.00989209
111,559.912,0.76255,1.18625,0.60275,0.89543,0.51173,0.52148,0.48619,0.30981,0.49002,0.50539,0.47046,0.3009,1.29244,2.27691,1.74806,1.31091,0.0098911,0.0098911,0.0098911
112,564.906,0.72024,1.13636,0.56219,0.89941,0.40885,0.50248,0.43733,0.28877,0.39775,0.50046,0.42593,0.26318,1.32449,2.38136,1.85332,1.28949,0.00989011,0.00989011,0.00989011
113,569.934,0.75805,1.1627,0.58705,0.90831,0.56289,0.56372,0.53652,0.34443,0.53915,0.54124,0.51895,0.32917,1.284,2.29605,1.60135,1.28148,0.00988912,0.00988912,0.00988912
114,574.963,0.77423,1.20441,0.60263,0.89752,0.38571,0.34109,0.35245,0.22372,0.38571,0.34109,0.35386,0.22423,1.50176,2.65148,2.48986,1.38747,0.00988813,0.00988813,0.00988813
115,579.982,0.73467,1.07668,0.54472,0.9002,0.52729,0.51157,0.50232,0.34667,0.53136,0.51778,0.50117,0.32999,1.27369,2.23769,1.76602,1.24105,0.00988714,0.00988714,0.00988714
116,584.974,0.75879,1.13229,0.56344,0.89562,0.52442,0.52321,0.50281,0.31583,0.5877,0.48741,0.50047,0.31985,1.34651,2.27217,1.78609,1.32098,0.00988615,0.00988615,0.00988615
117,589.989,0.78635,1.1568,0.59271,0.89881,0.42301,0.4882,0.46556,0.30442,0.42345,0.44576,0.45399,0.29654,1.31598,2.29309,2.07277,1.31414,0.00988516,0.00988516,0.00988516
118,595.017,0.73309,1.10627,0.554,0.89693,0.42072,0.54969,0.47066,0.31219,0.4262,0.55168,0.47158,0.30651,1.33856,2.24458,1.81393,1.3196,0.00988417,0.00988417,0.00988417
119,600.056,0.76411,1.16494,0.55432,0.89859,0.50475,0.43853,0.47375,0.31003,0.45566,0.44399,0.45721,0.27924,1.37622,2.36017,2.08757,1.33448,0.00988318,0.00988318,0.00988318
120,605.074,0.71357,1.12783,0.54977,0.8936,0.5202,0.50632,0.49357,0.33159,0.52398,0.52111,0.48136,0.30589,1.25246,2.15223,1.66405,1.28651,0.00988219,0.00988219,0.00988219
121,610.103,0.77712,1.07842,0.57791,0.89857,0.43842,0.48489,0.41599,0.2879,0.43872,0.48364,0.42665,0.27063,1.27966,2.18746,1.90188,1.29261,0.0098812,0.0098812,0.0098812
122,615.109,0.70122,1.07481,0.53978,0.88783,0.52266,0.39413,0.46354,0.31825,0.57448,0.41747,0.48619,0.28591,1.28395,2.22282,1.95149,1.28394,0.00988021,0.00988021,0.00988021
123,620.128,0.74337,1.12238,0.56827,0.91193,0.4563,0.48857,0.46323,0.32165,0.47764,0.51383,0.47602,0.28534,1.2971,2.21697,1.80495,1.29906,0.00987922,0.00987922,0.00987922
124,625.142,0.75504,1.10131,0.57668,0.89703,0.56108,0.41128,0.47963,0.32161,0.62418,0.42969,0.52022,0.3039,1.34461,2.18823,1.74026,1.32635,0.00987823,0.00987823,0.00987823
125,630.163,0.75203,1.11996,0.55418,0.88423,0.44212,0.47892,0.4663,0.32746,0.46973,0.50417,0.50677,0.30143,1.28289,2.22167,1.75918,1.26656,0.00987724,0.00987724,0.00987724
126,635.207,0.72292,1.11276,0.52882,0.89204,0.42982,0.48699,0.44288,0.29972,0.43676,0.48881,0.45605,0.28639,1.28288,2.36024,1.81937,1.23919,0.00987625,0.00987625,0.00987625
127,640.225,0.74559,1.15481,0.54205,0.88867,0.4475,0.49826,0.45122,0.30648,0.42649,0.47875,0.46321,0.30686,1.31078,2.43675,1.803,1.25379,0.00987526,0.00987526,0.00987526
128,645.214,0.72187,1.08528,0.56285,0.89413,0.43361,0.42289,0.43034,0.30597,0.42252,0.41444,0.42861,0.29489,1.25564,2.43189,2.17992,1.22415,0.00987427,0.00987427,0.00987427
129,650.208,0.73089,1.12224,0.54964,0.89686,0.67041,0.36703,0.44842,0.30989,0.65005,0.35542,0.42867,0.29232,1.22735,2.5003,2.13726,1.20438,0.00987328,0.00987328,0.00987328
130,655.232,0.75117,1.13443,0.57656,0.88242,0.47685,0.42576,0.42159,0.29385,0.48695,0.38855,0.40918,0.27317,1.22629,2.4117,2.0522,1.22044,0.00987229,0.00987229,0.00987229
131,660.237,0.73705,1.1426,0.54524,0.90325,0.53749,0.41763,0.49376,0.33478,0.58222,0.43152,0.50479,0.28966,1.28782,2.34018,1.81527,1.25842,0.0098713,0.0098713,0.0098713
