epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
29,141.916,1.03,1.66958,1.0228,0.99674,0.34446,0.44633,0.32961,0.17477,0.33423,0.44955,0.32009,0.16269,1.482,2.4994,3.23646,1.31033,0.00997228,0.00997228,0.00997228
30,146.428,1.08546,1.70256,1.04466,1.02284,0.42715,0.3768,0.30863,0.16632,0.39214,0.37305,0.29043,0.14461,1.52309,2.44622,2.47182,1.36834,0.00997129,0.00997129,0.00997129
31,150.895,1.08423,1.57577,1.04293,1.03532,0.45282,0.35361,0.2406,0.12397,0.46728,0.35277,0.2321,0.1056,1.56288,2.34744,2.81866,1.41424,0.0099703,0.0099703,0.0099703
32,155.327,1.08997,1.65243,1.07372,1.02338,0.35526,0.36841,0.27284,0.14172,0.36279,0.3827,0.28101,0.1369,1.59812,2.32864,2.49395,1.46219,0.00996931,0.00996931,0.00996931
33,159.746,1.02808,1.55969,0.99485,1.01889,0.30229,0.37049,0.22383,0.10984,0.32319,0.386,0.23333,0.10942,1.66364,2.61805,2.89527,1.53456,0.00996832,0.00996832,0.00996832
34,164.145,1.07308,1.43084,1.00308,1.0259,0.43819,0.30843,0.33109,0.17699,0.45846,0.3373,0.3371,0.17254,1.6221,2.40493,2.53067,1.43575,0.00996733,0.00996733,0.00996733
35,168.571,1.02378,1.55926,0.98304,1.02157,0.23188,0.31038,0.17594,0.08918,0.22623,0.30736,0.17263,0.07901,1.72812,2.75155,2.75061,1.52423,0.00996634,0.00996634,0.00996634
36,173.049,1.02438,1.53946,0.94484,1.0304,0.60298,0.27613,0.23459,0.12025,0.5933,0.29861,0.23534,0.1051,1.59197,2.63515,2.85776,1.37836,0.00996535,0.00996535,0.00996535
37,177.458,1.01204,1.53284,1.00673,1.00737,0.6029,0.31819,0.33176,0.16684,0.60931,0.33063,0.34631,0.19041,1.55233,2.45929,2.29432,1.38668,0.00996436,0.00996436,0.00996436
38,181.93,0.99197,1.53941,0.93173,0.99143,0.3415,0.4067,0.32522,0.1688,0.31646,0.41717,0.31275,0.1425,1.52633,2.55343,2.2382,1.35349,0.00996337,0.00996337,0.00996337
39,186.411,0.97542,1.4396,0.89677,0.98946,0.52198,0.31801,0.32837,0.17535,0.51967,0.33535,0.33196,0.15287,1.48918,2.54362,2.36548,1.33809,0.00996238,0.00996238,0.00996238
40,190.971,0.99567,1.55783,0.8677,0.99592,0.36214,0.46937,0.37483,0.21553,0.38078,0.4775,0.37386,0.1715,1.46191,2.44578,2.18533,1.33871,0.00996139,0.00996139,0.00996139
41,195.423,0.98255,1.59425,0.95327,1.01042,0.26801,0.2843,0.2201,0.12821,0.28696,0.31049,0.22974,0.1222,1.58133,2.51555,2.79086,1.41178,0.0099604,0.0099604,0.0099604
42,199.9,0.97216,1.52085,0.83705,1.00853,0.36076,0.37191,0.30842,0.17066,0.39631,0.41476,0.33694,0.17035,1.60555,2.46857,2.30986,1.43318,0.00995941,0.00995941,0.00995941
43,204.351,0.97998,1.48847,0.81522,0.98683,0.41868,0.39892,0.34545,0.18406,0.48304,0.43383,0.38207,0.18382,1.60215,2.42701,2.1748,1.43898,0.00995842,0.00995842,0.00995842
44,208.819,0.95227,1.50069,0.84045,0.97345,0.39719,0.37907,0.31976,0.1665,0.45058,0.38322,0.3461,0.15652,1.53928,2.46004,2.31959,1.40148,0.00995743,0.00995743,0.00995743
45,213.253,0.92517,1.41032,0.79845,0.96856,0.43475,0.44037,0.33999,0.18816,0.4752,0.4621,0.37186,0.17132,1.54306,2.673,2.22235,1.38365,0.00995644,0.00995644,0.00995644
46,217.763,0.94357,1.45041,0.80314,0.97534,0.33361,0.43326,0.28495,0.13942,0.37223,0.42085,0.31515,0.13452,1.64514,2.86698,2.48085,1.44181,0.00995545,0.00995545,0.00995545
47,222.217,0.93585,1.47075,0.80765,0.97193,0.33114,0.38414,0.29992,0.15562,0.35308,0.42239,0.3539,0.15655,1.63127,2.98165,2.44826,1.45711,0.00995446,0.00995446,0.00995446
48,226.56,1.00371,1.4179,0.83216,0.97584,0.31423,0.40126,0.31363,0.18272,0.42211,0.41619,0.34216,0.19245,1.50272,2.7899,2.35866,1.37987,0.00995347,0.00995347,0.00995347
49,230.983,0.93238,1.41101,0.83289,0.98378,0.39331,0.49848,0.39483,0.24166,0.43062,0.54163,0.41605,0.20405,1.38529,2.86544,1.85723,1.33024,0.00995248,0.00995248,0.00995248
50,235.469,0.9255,1.36722,0.79119,0.989,0.36547,0.49184,0.38174,0.21385,0.35983,0.48986,0.37871,0.19172,1.41329,2.5931,2.11044,1.30653,0.00995149,0.00995149,0.00995149
51,239.966,0.90081,1.40606,0.73822,0.96426,0.43405,0.52464,0.40438,0.22114,0.4178,0.51543,0.40316,0.20132,1.45199,2.46068,1.8978,1.33064,0.0099505,0.0099505,0.0099505
52,244.489,0.92123,1.43248,0.76632,0.96159,0.4347,0.46371,0.38064,0.21218,0.45166,0.4897,0.40156,0.2189,1.4871,2.39625,1.96531,1.33982,0.00994951,0.00994951,0.00994951
53,248.954,0.91203,1.36139,0.75017,0.97796,0.35615,0.51034,0.39206,0.21451,0.43978,0.41864,0.41545,0.20729,1.46902,2.51283,1.86766,1.32173,0.00994852,0.00994852,0.00994852
54,253.443,0.94017,1.44357,0.75714,0.9544,0.41812,0.42221,0.36735,0.20228,0.43145,0.43033,0.38028,0.18001,1.46686,2.4779,2.10144,1.36909,0.00994753,0.00994753,0.00994753
55,257.886,0.85884,1.35215,0.75949,0.95601,0.5694,0.38336,0.40478,0.2308,0.55895,0.40469,0.42132,0.21563,1.43071,2.35503,2.34925,1.36904,0.00994654,0.00994654,0.00994654
56,262.346,0.90047,1.28981,0.79122,0.95133,0.3666,0.4277,0.34977,0.1987,0.39039,0.44761,0.38894,0.18057,1.56295,2.51674,2.14347,1.45953,0.00994555,0.00994555,0.00994555
57,266.791,0.8825,1.35822,0.78739,0.96167,0.37291,0.45418,0.35791,0.20627,0.38829,0.46835,0.37713,0.19599,1.47535,2.52011,2.09378,1.41217,0.00994456,0.00994456,0.00994456
58,271.284,0.86086,1.28586,0.70148,0.96587,0.40738,0.45273,0.3668,0.21256,0.50382,0.46449,0.41311,0.20654,1.48678,2.47614,2.0406,1.3636,0.00994357,0.00994357,0.00994357
59,275.78,0.88287,1.3304,0.72201,0.95177,0.41128,0.4712,0.37282,0.20153,0.43239,0.47147,0.37645,0.1749,1.48441,2.41637,2.1461,1.38868,0.00994258,0.00994258,0.00994258
60,280.287,0.90506,1.34682,0.73059,0.96025,0.40658,0.52869,0.41862,0.24075,0.4191,0.55663,0.43905,0.2241,1.54886,2.48047,2.06401,1.43042,0.00994159,0.00994159,0.00994159
61,284.825,0.89234,1.30688,0.71483,0.95451,0.51747,0.40159,0.40727,0.23021,0.50024,0.47236,0.43201,0.21625,1.46823,2.41276,1.96812,1.37892,0.0099406,0.0099406,0.0099406
62,289.33,0.86928,1.32538,0.69818,0.93088,0.47178,0.44127,0.41473,0.23003,0.4722,0.44582,0.40991,0.20762,1.41563,2.32327,2.08931,1.34356,0.00993961,0.00993961,0.00993961
63,293.801,0.90948,1.34611,0.7016,0.95885,0.51659,0.41363,0.40391,0.2223,0.54107,0.39665,0.39933,0.2115,1.42053,2.22316,2.12039,1.34931,0.00993862,0.00993862,0.00993862
64,298.287,0.88361,1.26688,0.70494,0.95657,0.40233,0.52775,0.41796,0.23263,0.45527,0.48846,0.43608,0.23419,1.48854,2.33552,1.99547,1.37489,0.00993763,0.00993763,0.00993763
65,302.774,0.88314,1.2953,0.71403,0.95901,0.61835,0.49218,0.48966,0.28506,0.61817,0.49932,0.50052,0.2573,1.41656,2.22696,1.75388,1.34348,0.00993664,0.00993664,0.00993664
66,307.255,0.81893,1.24293,0.68713,0.92735,0.41043,0.46038,0.38829,0.23274,0.41419,0.46847,0.41339,0.2297,1.44634,2.37344,1.96842,1.36716,0.00993565,0.00993565,0.00993565
67,311.72,0.83662,1.25562,0.6591,0.93174,0.449,0.46942,0.42536,0.22653,0.45765,0.48634,0.44232,0.22521,1.46884,2.27032,1.97877,1.34828,0.00993466,0.00993466,0.00993466
68,316.188,0.90222,1.26787,0.74221,0.96145,0.5634,0.42071,0.41767,0.23645,0.60124,0.44949,0.46363,0.23682,1.51865,2.4697,2.15238,1.40323,0.00993367,0.00993367,0.00993367
69,320.622,0.87375,1.32242,0.6742,0.98594,0.46198,0.38083,0.36026,0.20832,0.47562,0.40205,0.39306,0.20239,1.44919,2.43826,2.33325,1.37122,0.00993268,0.00993268,0.00993268
70,325.09,0.80987,1.30999,0.62528,0.93812,0.53265,0.32679,0.36298,0.2188,0.3686,0.45998,0.3828,0.20242,1.42616,2.43594,2.35088,1.31979,0.00993169,0.00993169,0.00993169
71,329.563,0.84678,1.30544,0.6554,0.95469,0.36082,0.46165,0.3483,0.21526,0.4756,0.404,0.3938,0.20039,1.38472,2.34344,2.32468,1.30847,0.0099307,0.0099307,0.0099307
72,334.06,0.83264,1.23749,0.6403,0.94692,0.54802,0.2714,0.31071,0.19025,0.49972,0.33307,0.36616,0.18484,1.52383,2.34435,2.96791,1.41748,0.00992971,0.00992971,0.00992971
73,338.508,0.84808,1.23721,0.68475,0.9324,0.47421,0.33873,0.33138,0.1939,0.4967,0.35966,0.36357,0.19583,1.54384,2.36894,3.13141,1.42094,0.00992872,0.00992872,0.00992872
74,342.938,0.85319,1.18056,0.70062,0.94737,0.49903,0.23921,0.30349,0.17068,0.51792,0.25535,0.30839,0.16509,1.58899,2.63707,3.8649,1.49724,0.00992773,0.00992773,0.00992773
75,347.384,0.8123,1.21387,0.65162,0.93246,0.39237,0.44061,0.38289,0.22609,0.53812,0.36394,0.41207,0.19951,1.4717,2.20253,2.2931,1.37141,0.00992674,0.00992674,0.00992674
76,351.859,0.84396,1.16871,0.66869,0.94715,0.45495,0.44014,0.42286,0.25597,0.48976,0.46566,0.46886,0.24161,1.49043,2.33674,2.02147,1.37203,0.00992575,0.00992575,0.00992575
77,356.32,0.8752,1.2264,0.66304,0.94872,0.33393,0.4732,0.3675,0.21343,0.36846,0.52015,0.4316,0.22843,1.56937,2.3405,2.33811,1.38172,0.00992476,0.00992476,0.00992476
78,360.792,0.82775,1.14865,0.64989,0.93887,0.43299,0.3767,0.34273,0.20458,0.42214,0.43236,0.38167,0.21063,1.494,2.44001,2.36255,1.37094,0.00992377,0.00992377,0.00992377
79,365.27,0.82161,1.2309,0.61739,0.91929,0.39996,0.3908,0.32611,0.19116,0.37239,0.43041,0.35653,0.19611,1.5525,2.42582,2.2377,1.3867,0.00992278,0.00992278,0.00992278
80,369.751,0.81906,1.24379,0.64017,0.93284,0.39987,0.49864,0.38935,0.20735,0.42966,0.5319,0.44055,0.23706,1.53003,2.24719,1.90799,1.38939,0.00992179,0.00992179,0.00992179
81,374.212,0.85111,1.15897,0.62863,0.93789,0.46339,0.46925,0.41069,0.23005,0.47867,0.47273,0.42578,0.20473,1.46457,2.28435,1.78304,1.38597,0.0099208,0.0099208,0.0099208
82,378.683,0.79463,1.16523,0.62341,0.92367,0.42629,0.46459,0.411,0.24614,0.46285,0.51224,0.45302,0.23295,1.36396,2.18299,1.80179,1.33394,0.00991981,0.00991981,0.00991981
83,383.17,0.81881,1.18965,0.62079,0.92776,0.45058,0.46382,0.41006,0.25196,0.49287,0.50198,0.4478,0.23795,1.40702,2.23805,1.85094,1.33089,0.00991882,0.00991882,0.00991882
84,387.68,0.80516,1.20789,0.59874,0.9299,0.43104,0.47097,0.4008,0.2401,0.53464,0.44143,0.43216,0.23555,1.43092,2.28128,2.10196,1.33033,0.00991783,0.00991783,0.00991783
85,392.157,0.78311,1.23509,0.60303,0.92369,0.4302,0.45499,0.36832,0.22189,0.46817,0.42955,0.37525,0.1873,1.43843,2.34334,2.14801,1.33878,0.00991684,0.00991684,0.00991684
86,396.681,0.76732,1.20656,0.60304,0.92504,0.42496,0.44949,0.38,0.2174,0.47438,0.44917,0.40693,0.19265,1.47812,2.41092,2.13837,1.34471,0.00991585,0.00991585,0.00991585
87,401.155,0.8011,1.16857,0.6014,0.93181,0.35246,0.47737,0.34328,0.1956,0.36335,0.46971,0.34288,0.1652,1.59016,2.62271,2.29299,1.42826,0.00991486,0.00991486,0.00991486
88,405.629,0.80846,1.24141,0.64646,0.93681,0.39367,0.38644,0.35063,0.20237,0.38862,0.37929,0.34825,0.18141,1.48095,2.57748,2.60796,1.36551,0.00991387,0.00991387,0.00991387
89,410.081,0.85062,1.23745,0.68018,0.94577,0.44801,0.35729,0.37945,0.22707,0.44129,0.35864,0.37729,0.19333,1.53793,2.60871,2.27322,1.41281,0.00991288,0.00991288,0.00991288
90,414.563,0.82703,1.10782,0.65553,0.92583,0.40965,0.20824,0.25567,0.15817,0.43026,0.23723,0.29621,0.15773,1.54959,2.82452,3.18101,1.41273,0.00991189,0.00991189,0.00991189
91,419.016,0.83818,1.22028,0.61563,0.937,0.46826,0.17611,0.23339,0.13187,0.47966,0.19039,0.25494,0.13344,1.66034,2.78659,3.25239,1.49949,0.0099109,0.0099109,0.0099109
92,423.504,0.8302,1.22452,0.64718,0.93237,0.42693,0.22497,0.24413,0.14187,0.44903,0.24328,0.26563,0.13907,1.63765,2.73456,3.28325,1.46749,0.00990991,0.00990991,0.00990991
93,427.95,0.78801,1.17963,0.61925,0.92795,0.39794,0.25869,0.2771,0.1581,0.42588,0.26618,0.30547,0.14458,1.60404,2.72946,2.97786,1.4381,0.00990892,0.00990892,0.00990892
94,432.414,0.82002,1.18613,0.59808,0.92829,0.4802,0.30547,0.32267,0.18021,0.50598,0.35958,0.36425,0.15953,1.61043,2.76278,2.66801,1.4224,0.00990793,0.00990793,0.00990793
95,436.952,0.80094,1.2159,0.60954,0.93235,0.32046,0.40225,0.3109,0.17998,0.46008,0.33634,0.33999,0.15554,1.44318,2.52542,2.6697,1.35997,0.00990694,0.00990694,0.00990694
96,441.431,0.79653,1.09701,0.58823,0.92679,0.55873,0.25083,0.30077,0.15183,0.57394,0.24888,0.3107,0.1319,1.55177,2.76211,2.79103,1.44035,0.00990595,0.00990595,0.00990595
97,445.9,0.76549,1.14867,0.57174,0.91425,0.41202,0.39258,0.33219,0.18683,0.41651,0.40728,0.36928,0.18505,1.53847,2.43757,2.83239,1.42635,0.00990496,0.00990496,0.00990496
98,450.387,0.79712,1.21062,0.59614,0.9337,0.34871,0.42434,0.34846,0.19419,0.44717,0.37717,0.38083,0.18746,1.55734,2.39382,2.53973,1.42536,0.00990397,0.00990397,0.00990397
99,454.85,0.77941,1.12671,0.62943,0.92676,0.42222,0.33722,0.32735,0.178,0.44596,0.36213,0.36115,0.17976,1.62687,2.34028,2.59124,1.50336,0.00990298,0.00990298,0.00990298
100,459.357,0.7766,1.14478,0.59338,0.91647,0.42173,0.41219,0.37457,0.21372,0.42305,0.41912,0.38205,0.21641,1.60246,2.33954,2.54989,1.43975,0.00990199,0.00990199,0.00990199
101,463.832,0.79371,1.15057,0.56326,0.92336,0.46366,0.40441,0.40188,0.22977,0.45858,0.40168,0.39775,0.21456,1.62081,2.38507,2.6073,1.44571,0.009901,0.009901,0.009901
102,468.345,0.79088,1.13257,0.58477,0.90793,0.42069,0.4818,0.41574,0.23108,0.45149,0.40593,0.39871,0.21226,1.59516,2.45678,2.25008,1.45586,0.00990001,0.00990001,0.00990001
103,472.817,0.73633,1.10967,0.55559,0.90246,0.52096,0.3832,0.39178,0.22575,0.55894,0.39055,0.42891,0.21232,1.6309,2.45723,2.31153,1.45319,0.00989902,0.00989902,0.00989902
104,477.318,0.74004,1.04685,0.55859,0.91496,0.50248,0.40844,0.40425,0.23912,0.53793,0.42544,0.42866,0.23251,1.61897,2.52002,2.29258,1.44467,0.00989803,0.00989803,0.00989803
105,481.761,0.76067,1.15498,0.59196,0.91848,0.49141,0.38894,0.37672,0.22596,0.52962,0.40733,0.40605,0.23414,1.61379,2.4617,2.27506,1.45505,0.00989704,0.00989704,0.00989704
106,486.215,0.77003,1.08354,0.58877,0.926,0.4435,0.42496,0.39762,0.24241,0.50731,0.39261,0.42953,0.23963,1.61803,2.42964,2.34966,1.41783,0.00989605,0.00989605,0.00989605
107,490.694,0.76921,1.11432,0.60727,0.92276,0.51011,0.44373,0.43648,0.26351,0.63672,0.41596,0.45515,0.24304,1.52457,2.50286,2.54496,1.41211,0.00989506,0.00989506,0.00989506
108,495.171,0.72583,1.10382,0.57333,0.90235,0.44293,0.43332,0.38986,0.24245,0.43064,0.43452,0.40509,0.22604,1.49497,2.52996,2.63725,1.39065,0.00989407,0.00989407,0.00989407
109,499.646,0.74756,1.17075,0.58003,0.91256,0.49173,0.39947,0.37487,0.23476,0.48703,0.4031,0.40672,0.2308,1.51249,2.49839,2.5305,1.38334,0.00989308,0.00989308,0.00989308
110,504.127,0.74181,1.06959,0.55532,0.90849,0.48566,0.32481,0.37606,0.23816,0.45962,0.36776,0.38443,0.23524,1.50762,2.48006,2.48076,1.39324,0.00989209,0.00989209,0.00989209
111,508.598,0.72713,1.12046,0.54393,0.91261,0.49739,0.34335,0.37323,0.22924,0.43329,0.43703,0.39626,0.23376,1.56115,2.39809,2.63724,1.42304,0.0098911,0.0098911,0.0098911
112,513.091,0.7684,1.09358,0.57216,0.89832,0.54051,0.34636,0.36704,0.22568,0.59885,0.36717,0.3777,0.20664,1.49257,2.4459,2.71534,1.40596,0.00989011,0.00989011,0.00989011
113,517.55,0.74831,1.12787,0.56178,0.91421,0.53743,0.34049,0.41221,0.24749,0.55593,0.34569,0.40997,0.20805,1.48383,2.49867,2.41793,1.35152,0.00988912,0.00988912,0.00988912
114,522.051,0.75222,1.13431,0.58706,0.91451,0.6208,0.35529,0.42014,0.2466,0.61879,0.35648,0.40975,0.23164,1.46403,2.57418,2.47818,1.32863,0.00988813,0.00988813,0.00988813
115,526.55,0.79319,1.12976,0.61527,0.93325,0.49227,0.38101,0.35097,0.20828,0.5477,0.37731,0.37715,0.18878,1.51312,2.6299,2.45307,1.38145,0.00988714,0.00988714,0.00988714
116,531.035,0.73144,1.02169,0.57809,0.91611,0.44266,0.43406,0.36639,0.22035,0.4248,0.41823,0.39088,0.19418,1.51976,2.59954,2.40626,1.37815,0.00988615,0.00988615,0.00988615
117,535.509,0.74275,1.09594,0.56946,0.92208,0.41911,0.4498,0.3801,0.23618,0.4723,0.36766,0.40515,0.2039,1.42513,2.61196,2.39588,1.31884,0.00988516,0.00988516,0.00988516
118,540.005,0.74187,1.06031,0.56256,0.89925,0.3914,0.44397,0.37831,0.22569,0.62681,0.34155,0.41609,0.21311,1.46744,2.54374,2.30943,1.32942,0.00988417,0.00988417,0.00988417
119,544.499,0.79421,1.10835,0.59642,0.91418,0.52925,0.38899,0.42147,0.25139,0.64291,0.38029,0.45769,0.24419,1.48799,2.49257,2.28215,1.35553,0.00988318,0.00988318,0.00988318
120,549.028,0.74894,1.05728,0.56867,0.90615,0.58239,0.38251,0.46385,0.27368,0.59763,0.39567,0.46462,0.23729,1.47053,2.4685,2.23164,1.37043,0.00988219,0.00988219,0.00988219
121,553.56,0.74411,1.08211,0.53891,0.91346,0.48909,0.46749,0.46986,0.28405,0.55174,0.39993,0.46787,0.25447,1.46439,2.47402,2.13511,1.37483,0.0098812,0.0098812,0.0098812
122,558.114,0.7348,1.07216,0.54327,0.91082,0.46852,0.4039,0.39205,0.24619,0.49753,0.42595,0.4308,0.22588,1.53221,2.31494,2.24007,1.41572,0.00988021,0.00988021,0.00988021
123,562.613,0.71905,1.0692,0.54148,0.8944,0.47801,0.46774,0.44327,0.24978,0.58425,0.40983,0.42019,0.2147,1.57714,2.32493,2.02414,1.46611,0.00987922,0.00987922,0.00987922
124,567.114,0.71674,1.08078,0.56882,0.91144,0.57175,0.40076,0.43888,0.25243,0.61657,0.42668,0.46605,0.23245,1.51818,2.2798,2.01354,1.4618,0.00987823,0.00987823,0.00987823
125,571.602,0.71132,1.05577,0.5531,0.91162,0.48019,0.47054,0.47303,0.27892,0.50547,0.50338,0.50754,0.27951,1.52285,2.28825,1.75954,1.44842,0.00987724,0.00987724,0.00987724
126,576.148,0.73419,1.11072,0.59199,0.92502,0.48887,0.40997,0.38389,0.21164,0.54521,0.43659,0.40439,0.19841,1.61997,2.28812,2.17468,1.52956,0.00987625,0.00987625,0.00987625
127,580.648,0.72253,1.09683,0.57057,0.90869,0.49956,0.43594,0.41663,0.24278,0.51328,0.47109,0.44266,0.21933,1.54514,2.36442,2.14608,1.46199,0.00987526,0.00987526,0.00987526
128,585.165,0.78671,1.04981,0.58603,0.9073,0.38011,0.451,0.37202,0.21163,0.40831,0.44507,0.40428,0.21975,1.53171,2.47486,2.33732,1.45412,0.00987427,0.00987427,0.00987427
129,589.663,0.78244,1.09041,0.55768,0.90564,0.44202,0.47165,0.40244,0.22829,0.49359,0.43812,0.43733,0.2124,1.50622,2.4506,2.16847,1.44859,0.00987328,0.00987328,0.00987328
130,594.176,0.73914,1.0912,0.55911,0.89926,0.421,0.43192,0.40414,0.21936,0.43398,0.43348,0.40759,0.20526,1.5011,2.52412,2.38181,1.41814,0.00987229,0.00987229,0.00987229
131,598.686,0.71601,1.01597,0.55587,0.89352,0.45838,0.38903,0.40109,0.22996,0.47458,0.4124,0.41245,0.20901,1.48469,2.39791,2.46191,1.42218,0.0098713,0.0098713,0.0098713
