epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
11,62.1836,1.18591,2.06813,1.69124,1.06479,0.35411,0.42401,0.29017,0.14448,0.32579,0.39446,0.25784,0.10208,1.3887,2.65009,3.00534,1.17173,0.00759248,0.00759248,0.00759248
12,66.609,1.08896,1.8507,1.7781,1.06555,0.4596,0.47135,0.25213,0.13214,0.42942,0.44479,0.21847,0.09774,1.41672,2.69312,2.77676,1.22753,0.00829096,0.00829096,0.00829096
13,71.015,1.14076,1.76569,1.65258,1.07659,0.19305,0.47275,0.24354,0.12714,0.18281,0.45097,0.2164,0.09934,1.38496,2.65957,4.48617,1.2565,0.00898931,0.00898931,0.00898931
14,75.4576,1.19063,1.86926,1.66707,1.06122,0.1867,0.37821,0.17761,0.09698,0.19529,0.35983,0.19607,0.10175,1.52855,2.44266,3.02467,1.2551,0.00968752,0.00968752,0.00968752
15,79.9006,1.18232,1.86796,1.66578,1.07692,0.30554,0.36995,0.26895,0.14629,0.29329,0.36432,0.25463,0.12849,1.46606,2.38803,2.69083,1.24742,0.00998614,0.00998614,0.00998614
16,84.3197,1.18084,1.95277,1.49987,1.04667,0.22996,0.33032,0.20776,0.11324,0.23348,0.33551,0.20805,0.11744,1.56485,2.312,2.90553,1.31939,0.00998515,0.00998515,0.00998515
17,88.76,1.22215,2.24698,1.46693,1.06976,0.32439,0.38036,0.25238,0.14655,0.33232,0.37382,0.244,0.10098,1.51696,2.91475,2.92709,1.28088,0.00998416,0.00998416,0.00998416
18,93.1855,1.26649,1.98435,1.41874,1.07879,0.36448,0.3589,0.30275,0.15769,0.36448,0.3589,0.30158,0.13224,1.50675,2.34712,2.39276,1.27876,0.00998317,0.00998317,0.00998317
19,97.5844,1.24479,1.88792,1.414,1.0777,0.55388,0.31613,0.26158,0.1333,0.55528,0.30149,0.2559,0.12319,1.50371,2.33579,2.70157,1.25053,0.00998218,0.00998218,0.00998218
20,102.044,1.14362,1.84243,1.339,1.0413,0.37297,0.42455,0.33298,0.17985,0.35483,0.43454,0.31241,0.14266,1.4564,2.46207,3.1702,1.24077,0.00998119,0.00998119,0.00998119
21,106.505,1.13589,1.7603,1.32321,1.0545,0.32171,0.3411,0.27505,0.14812,0.23924,0.38275,0.26683,0.12391,1.54837,2.70209,3.02573,1.32406,0.0099802,0.0099802,0.0099802
22,110.938,1.12356,1.75106,1.30146,1.04301,0.46167,0.35321,0.24802,0.14424,0.45901,0.36015,0.23326,0.10565,1.49456,2.93055,2.53793,1.2869,0.00997921,0.00997921,0.00997921
23,115.427,1.0997,1.76044,1.37822,1.03096,0.25942,0.33394,0.23322,0.14686,0.25834,0.32914,0.23179,0.1247,1.4002,2.76082,4.57035,1.19428,0.00997822,0.00997822,0.00997822
24,119.887,0.98724,1.62692,1.1577,0.99426,0.46678,0.37431,0.27009,0.15062,0.39055,0.42363,0.2841,0.12841,1.42453,2.7767,3.08782,1.22904,0.00997723,0.00997723,0.00997723
25,124.384,1.08013,1.64442,1.22746,1.00737,0.27713,0.34632,0.27625,0.156,0.27742,0.34031,0.27547,0.14335,1.51607,2.46857,4.96153,1.2353,0.00997624,0.00997624,0.00997624
26,128.88,1.09366,1.86005,1.12579,1.00654,0.18438,0.31542,0.19662,0.11231,0.2166,0.35625,0.19258,0.10629,1.49199,2.45098,4.81341,1.25429,0.00997525,0.00997525,0.00997525
27,133.359,1.10363,1.8826,1.10788,1.02633,0.26256,0.47691,0.26994,0.14642,0.26713,0.46732,0.25951,0.13338,1.49292,2.75877,2.40217,1.31893,0.00997426,0.00997426,0.00997426
28,137.868,1.02307,1.70472,1.02627,0.99911,0.26097,0.42051,0.27506,0.14904,0.25849,0.448,0.26317,0.13645,1.53349,2.63557,4.29922,1.28628,0.00997327,0.00997327,0.00997327
29,142.322,1.04593,1.70916,1.0799,0.97389,0.55395,0.29561,0.28047,0.15735,0.56455,0.27947,0.26788,0.12841,1.48684,3.15544,2.47767,1.31129,0.00997228,0.00997228,0.00997228
30,146.801,1.0154,1.57259,1.00283,0.98851,0.35768,0.40632,0.30306,0.16772,0.33764,0.43327,0.29848,0.1488,1.56816,2.64867,2.87273,1.31947,0.00997129,0.00997129,0.00997129
31,151.246,1.01723,1.6393,0.99259,0.98188,0.38843,0.33731,0.30194,0.16927,0.3812,0.33032,0.28318,0.13002,1.53178,2.7502,3.28,1.34599,0.0099703,0.0099703,0.0099703
32,155.707,1.03356,1.61809,1.0108,1.01739,0.36557,0.42485,0.32125,0.17728,0.34249,0.40087,0.28188,0.14173,1.55015,2.71447,2.75094,1.36313,0.00996931,0.00996931,0.00996931
33,160.14,0.9753,1.49887,0.88895,0.99841,0.29718,0.52367,0.32663,0.18233,0.26162,0.56362,0.31477,0.16353,1.56934,2.61716,3.0873,1.34406,0.00996832,0.00996832,0.00996832
34,164.63,1.03322,1.63224,0.91988,1.00458,0.39161,0.44547,0.3247,0.17825,0.38237,0.45241,0.31585,0.16393,1.63912,2.42411,2.59159,1.41377,0.00996733,0.00996733,0.00996733
35,169.11,1.03216,1.57275,0.92896,0.98927,0.31769,0.48823,0.33573,0.19035,0.32465,0.49149,0.32675,0.18564,1.48547,2.45722,3.06346,1.29066,0.00996634,0.00996634,0.00996634
36,173.583,0.94367,1.52215,0.83891,0.96622,0.53218,0.50603,0.35891,0.20917,0.52036,0.48438,0.34982,0.19811,1.34824,2.40386,2.12345,1.2277,0.00996535,0.00996535,0.00996535
37,178.06,0.98126,1.49748,0.89236,1.01066,0.47323,0.48551,0.42698,0.2374,0.41357,0.48357,0.41067,0.22173,1.42607,2.43812,2.27254,1.29397,0.00996436,0.00996436,0.00996436
38,182.52,1.02299,1.5457,0.88851,0.99592,0.35898,0.43753,0.31952,0.17165,0.35598,0.43511,0.31008,0.1604,1.51439,2.59272,2.10025,1.34204,0.00996337,0.00996337,0.00996337
39,186.977,0.99854,1.54366,0.89145,1.01679,0.35772,0.50612,0.36085,0.19739,0.31343,0.47779,0.33911,0.1748,1.42196,2.64528,2.35631,1.29229,0.00996238,0.00996238,0.00996238
40,191.422,1.00075,1.7219,0.88263,1.0113,0.37842,0.53765,0.38207,0.19789,0.34396,0.51787,0.3371,0.17225,1.36912,2.46581,2.90537,1.25769,0.00996139,0.00996139,0.00996139
41,195.864,1.0132,1.52472,0.90313,0.98748,0.43694,0.42288,0.32924,0.17279,0.4187,0.39227,0.2874,0.15399,1.40238,2.73336,2.29143,1.26398,0.0099604,0.0099604,0.0099604
42,200.311,0.89844,1.44389,0.81536,0.97399,0.44202,0.39479,0.36256,0.19461,0.37475,0.473,0.35078,0.17631,1.36105,2.41507,2.32076,1.26369,0.00995941,0.00995941,0.00995941
43,204.767,1.00887,1.62295,0.89365,1.01075,0.45064,0.46273,0.42844,0.21747,0.46428,0.40171,0.40697,0.19345,1.35522,2.3757,2.67936,1.2796,0.00995842,0.00995842,0.00995842
44,209.236,0.96977,1.47133,0.82892,0.99137,0.43957,0.40618,0.39213,0.2068,0.43957,0.40618,0.38355,0.19408,1.34709,2.31909,2.31542,1.25171,0.00995743,0.00995743,0.00995743
45,213.665,0.91714,1.43774,0.81411,0.99189,0.36365,0.44853,0.34364,0.18487,0.36406,0.46637,0.34145,0.18705,1.37422,2.32147,2.22752,1.24461,0.00995644,0.00995644,0.00995644
46,218.115,0.92937,1.37255,0.81543,0.94427,0.42763,0.46468,0.35745,0.20051,0.43368,0.47774,0.35597,0.19706,1.36293,2.42758,2.33391,1.27206,0.00995545,0.00995545,0.00995545
47,222.593,0.97455,1.48666,0.82629,1.00037,0.34083,0.40704,0.27912,0.15051,0.5453,0.33519,0.27559,0.15363,1.41821,2.56237,2.50354,1.29732,0.00995446,0.00995446,0.00995446
48,227.065,0.91471,1.40645,0.92014,0.95397,0.51084,0.35703,0.31496,0.18044,0.5156,0.36133,0.30858,0.17575,1.42722,2.41592,2.22541,1.28231,0.00995347,0.00995347,0.00995347
49,231.532,0.91102,1.36455,0.82945,0.9403,0.45032,0.40919,0.36054,0.19253,0.39296,0.44588,0.3428,0.1799,1.41781,2.35924,2.49293,1.24967,0.00995248,0.00995248,0.00995248
50,235.961,0.92806,1.28074,0.76307,0.95874,0.47831,0.35589,0.40364,0.21544,0.47933,0.3563,0.39159,0.2014,1.49661,2.4602,1.9844,1.28311,0.00995149,0.00995149,0.00995149
51,240.429,0.97086,1.50564,0.81163,0.97727,0.57918,0.45674,0.45847,0.26306,0.42099,0.5584,0.42619,0.22299,1.44134,2.37346,2.10376,1.31653,0.0099505,0.0099505,0.0099505
52,244.961,0.91182,1.39819,0.73923,0.98416,0.49811,0.47653,0.44167,0.23844,0.50822,0.48959,0.43939,0.24106,1.46316,2.55589,2.10833,1.30528,0.00994951,0.00994951,0.00994951
53,249.426,0.93989,1.4114,0.74838,0.98881,0.45128,0.50517,0.41906,0.21053,0.42206,0.48396,0.41345,0.20289,1.53257,2.29002,1.84186,1.3623,0.00994852,0.00994852,0.00994852
54,253.881,0.85514,1.29321,0.70168,0.93931,0.38668,0.45349,0.35703,0.1738,0.43714,0.4398,0.35542,0.17815,1.54726,2.43175,2.32952,1.34179,0.00994753,0.00994753,0.00994753
55,258.32,0.90851,1.35843,0.78215,0.96047,0.34258,0.43049,0.29927,0.1637,0.35205,0.43676,0.31364,0.16316,1.54425,2.35562,2.43986,1.35527,0.00994654,0.00994654,0.00994654
56,262.798,0.91886,1.45452,0.80867,0.94887,0.42114,0.41987,0.35159,0.19402,0.33381,0.49099,0.34229,0.16874,1.48048,2.5651,2.19067,1.34758,0.00994555,0.00994555,0.00994555
57,267.233,0.84583,1.35664,0.71131,0.93515,0.33264,0.45312,0.31246,0.17066,0.3194,0.45426,0.31599,0.15246,1.39466,2.61391,2.13474,1.28586,0.00994456,0.00994456,0.00994456
58,271.684,0.90599,1.40697,0.74913,0.96633,0.30217,0.51172,0.30683,0.17115,0.31127,0.49926,0.3294,0.16834,1.37188,2.58992,2.30899,1.31133,0.00994357,0.00994357,0.00994357
59,276.143,0.87736,1.31439,0.73708,0.94185,0.36624,0.47331,0.31935,0.18141,0.38063,0.41886,0.31904,0.15876,1.41176,2.68531,2.0988,1.31947,0.00994258,0.00994258,0.00994258
60,280.676,0.84817,1.30527,0.6844,0.91585,0.40546,0.52916,0.35655,0.19975,0.38316,0.50752,0.34693,0.1702,1.35833,2.71472,2.15442,1.27195,0.00994159,0.00994159,0.00994159
61,285.113,0.92645,1.47974,0.72837,0.95132,0.39931,0.45964,0.34943,0.19666,0.40436,0.47155,0.35672,0.18979,1.35324,2.6163,2.32555,1.26736,0.0099406,0.0099406,0.0099406
62,289.572,0.84209,1.33252,0.66085,0.9335,0.44991,0.50992,0.39238,0.22771,0.45576,0.51992,0.39938,0.23507,1.35813,2.55503,2.20923,1.25343,0.00993961,0.00993961,0.00993961
63,294.043,0.92564,1.37258,0.70278,0.94979,0.44628,0.4607,0.37081,0.22517,0.49513,0.44276,0.37179,0.20418,1.39006,2.52859,2.33457,1.23606,0.00993862,0.00993862,0.00993862
64,298.493,0.89142,1.17283,0.68486,0.94254,0.45076,0.50338,0.36926,0.20802,0.42322,0.49642,0.36104,0.19927,1.40736,2.46478,2.68903,1.27379,0.00993763,0.00993763,0.00993763
65,302.987,0.87365,1.38464,0.67899,0.91811,0.47469,0.55503,0.39226,0.22476,0.42944,0.52502,0.35955,0.19641,1.33158,2.38642,2.11143,1.23759,0.00993664,0.00993664,0.00993664
66,307.477,0.86236,1.27476,0.63939,0.92726,0.43179,0.53992,0.40256,0.23234,0.39603,0.51567,0.38128,0.20028,1.37105,2.42632,1.89712,1.26546,0.00993565,0.00993565,0.00993565
67,311.923,0.85862,1.31798,0.73125,0.93153,0.43011,0.53335,0.42572,0.23769,0.40685,0.52677,0.40188,0.21421,1.43159,2.43334,1.89817,1.33122,0.00993466,0.00993466,0.00993466
68,316.394,0.78907,1.29045,0.67072,0.92539,0.39714,0.43007,0.34383,0.19538,0.48092,0.35796,0.32737,0.17822,1.39786,2.56893,2.22614,1.28612,0.00993367,0.00993367,0.00993367
69,320.91,0.82353,1.31653,0.84782,0.90969,0.44427,0.52677,0.40433,0.23237,0.43015,0.51767,0.4052,0.2069,1.3487,2.56945,2.40624,1.2609,0.00993268,0.00993268,0.00993268
70,325.377,0.78761,1.27811,0.66921,0.92846,0.40299,0.53498,0.37711,0.2104,0.34244,0.50666,0.35433,0.19736,1.40685,2.71816,2.33935,1.29056,0.00993169,0.00993169,0.00993169
71,329.832,0.82657,1.26693,0.71153,0.93652,0.35302,0.47024,0.30996,0.17504,0.35559,0.43351,0.30402,0.17429,1.48973,2.63414,2.37991,1.33486,0.0099307,0.0099307,0.0099307
72,334.353,0.85501,1.32727,0.68389,0.93424,0.42275,0.4126,0.32551,0.1735,0.34338,0.45782,0.30473,0.15688,1.47548,2.72198,2.75045,1.29648,0.00992971,0.00992971,0.00992971
73,338.831,0.85768,1.29127,0.67013,0.91202,0.37174,0.48408,0.32056,0.17057,0.36822,0.47818,0.31938,0.17176,1.52594,2.73971,2.79021,1.33599,0.00992872,0.00992872,0.00992872
74,343.291,0.81828,1.34374,0.65571,0.92685,0.35018,0.40889,0.3035,0.16629,0.34398,0.40338,0.29051,0.15944,1.51886,2.70478,2.91015,1.32897,0.00992773,0.00992773,0.00992773
75,347.741,0.81366,1.20272,0.65717,0.93958,0.35534,0.45128,0.34328,0.18013,0.3591,0.45823,0.34697,0.19384,1.47293,2.45439,2.68164,1.30289,0.00992674,0.00992674,0.00992674
76,352.224,0.81689,1.29366,0.65022,0.92853,0.39589,0.4146,0.35835,0.20435,0.32311,0.51695,0.36733,0.20088,1.45854,2.40987,2.12512,1.30408,0.00992575,0.00992575,0.00992575
77,356.662,0.79254,1.2196,0.65017,0.91844,0.39582,0.47181,0.34881,0.19841,0.39589,0.4674,0.36061,0.17626,1.40095,2.44757,2.13576,1.29738,0.00992476,0.00992476,0.00992476
78,361.163,0.79488,1.20664,0.62165,0.91126,0.36996,0.38579,0.33946,0.17687,0.4474,0.31207,0.31878,0.15939,1.49989,2.45776,2.24783,1.36023,0.00992377,0.00992377,0.00992377
79,365.657,0.79062,1.17728,0.61562,0.90136,0.3453,0.44612,0.34552,0.20025,0.46594,0.33094,0.34939,0.17423,1.45859,2.35634,2.32094,1.32961,0.00992278,0.00992278,0.00992278
80,370.152,0.80364,1.22038,0.62376,0.91204,0.55113,0.35829,0.34877,0.19609,0.57633,0.35445,0.35608,0.18159,1.38814,2.28645,2.2792,1.28341,0.00992179,0.00992179,0.00992179
81,374.642,0.80658,1.15835,0.6018,0.91495,0.42348,0.39955,0.34857,0.18706,0.42396,0.4021,0.35066,0.20263,1.44098,2.22223,2.25847,1.28974,0.0099208,0.0099208,0.0099208
82,379.144,0.78302,1.18511,0.60774,0.93737,0.39086,0.48457,0.37249,0.21123,0.39123,0.45494,0.35336,0.18541,1.3547,2.31727,2.42131,1.21675,0.00991981,0.00991981,0.00991981
83,383.615,0.75083,1.08447,0.58917,0.91759,0.39212,0.52966,0.42262,0.24458,0.36877,0.50977,0.39655,0.20422,1.36313,2.45357,2.16567,1.2472,0.00991882,0.00991882,0.00991882
84,388.115,0.77469,1.19187,0.6021,0.91411,0.475,0.44013,0.38952,0.22537,0.47469,0.44229,0.39537,0.20708,1.39689,2.43083,2.13348,1.24254,0.00991783,0.00991783,0.00991783
85,392.57,0.81883,1.19375,0.59562,0.91883,0.47782,0.43493,0.39193,0.21192,0.41265,0.45578,0.37213,0.19413,1.40657,2.506,2.1639,1.26005,0.00991684,0.00991684,0.00991684
86,397.025,0.7961,1.174,0.6104,0.93291,0.4657,0.46948,0.40961,0.23322,0.47142,0.4709,0.39136,0.20165,1.35125,2.36694,2.35834,1.24792,0.00991585,0.00991585,0.00991585
87,401.506,0.78371,1.22774,0.61051,0.91338,0.44086,0.41769,0.35546,0.19954,0.40573,0.44513,0.33782,0.17087,1.36095,2.46722,2.20701,1.26383,0.00991486,0.00991486,0.00991486
88,406.006,0.797,1.19407,0.62592,0.91129,0.52369,0.41804,0.38511,0.21598,0.51448,0.41561,0.37623,0.18669,1.43199,2.45137,2.28707,1.31586,0.00991387,0.00991387,0.00991387
89,410.464,0.84168,1.26589,0.68276,0.92895,0.55335,0.42384,0.41418,0.23898,0.55696,0.42667,0.41854,0.21383,1.37141,2.37745,2.13781,1.28139,0.00991288,0.00991288,0.00991288
90,414.947,0.768,1.17768,0.59863,0.92293,0.42303,0.49528,0.38876,0.22766,0.41674,0.49325,0.39665,0.2233,1.44311,2.4141,2.29883,1.33651,0.00991189,0.00991189,0.00991189
91,419.402,0.79437,1.15442,0.64889,0.90925,0.44228,0.46596,0.3586,0.21255,0.51866,0.41096,0.35624,0.19649,1.41137,2.52759,2.6877,1.29025,0.0099109,0.0099109,0.0099109
92,423.928,0.78105,1.25813,0.62235,0.90333,0.52501,0.3462,0.35338,0.21529,0.54476,0.35355,0.35604,0.19316,1.34298,2.46254,2.44831,1.25507,0.00990991,0.00990991,0.00990991
93,428.397,0.78748,1.233,0.61767,0.91385,0.42626,0.42103,0.3821,0.21869,0.44374,0.43337,0.38379,0.20095,1.33158,2.43851,2.45081,1.26561,0.00990892,0.00990892,0.00990892
94,432.875,0.74983,1.24196,0.56333,0.90309,0.394,0.51839,0.39007,0.21997,0.50963,0.3826,0.3799,0.18518,1.38417,2.44101,2.32358,1.2824,0.00990793,0.00990793,0.00990793
95,437.383,0.75817,1.14143,0.57173,0.9127,0.43148,0.40612,0.38443,0.21007,0.51989,0.32749,0.37025,0.19128,1.40721,2.35493,2.40891,1.30307,0.00990694,0.00990694,0.00990694
96,441.906,0.84417,1.2549,0.66827,0.94033,0.486,0.36625,0.36104,0.21281,0.4823,0.36495,0.35782,0.18663,1.32387,2.28754,2.51164,1.24671,0.00990595,0.00990595,0.00990595
97,446.397,0.75777,1.19588,0.59351,0.91506,0.5081,0.43684,0.43935,0.24448,0.42481,0.50862,0.44037,0.25595,1.38341,2.29016,2.26105,1.27887,0.00990496,0.00990496,0.00990496
98,450.917,0.72922,1.14194,0.55332,0.88529,0.54378,0.4367,0.43653,0.24892,0.54378,0.4367,0.44079,0.26268,1.34564,2.37686,2.36785,1.24718,0.00990397,0.00990397,0.00990397
99,455.441,0.77123,1.16053,0.58756,0.91675,0.56452,0.42991,0.41878,0.24088,0.5644,0.43952,0.42219,0.25187,1.32339,2.35482,2.19297,1.23496,0.00990298,0.00990298,0.00990298
100,459.948,0.74555,1.20894,0.57014,0.8938,0.41934,0.5143,0.39779,0.22816,0.4263,0.49506,0.39367,0.24048,1.45679,2.44381,2.36143,1.29204,0.00990199,0.00990199,0.00990199
101,464.444,0.75823,1.14823,0.61632,0.90491,0.53558,0.33162,0.3872,0.23814,0.54498,0.34077,0.40126,0.20267,1.40647,2.52338,2.71519,1.28148,0.009901,0.009901,0.009901
102,468.948,0.73782,1.0413,0.56702,0.8967,0.56746,0.41879,0.39571,0.236,0.56746,0.41879,0.39035,0.21295,1.37955,2.31802,2.44804,1.26389,0.00990001,0.00990001,0.00990001
103,473.443,0.76114,1.12359,0.59902,0.92177,0.6069,0.44983,0.47411,0.27906,0.59537,0.43502,0.45595,0.24303,1.35746,2.26749,1.94664,1.26324,0.00989902,0.00989902,0.00989902
104,477.956,0.76352,1.14146,0.58303,0.90838,0.57288,0.43091,0.43443,0.26424,0.45448,0.47066,0.41593,0.23184,1.36015,2.31513,2.08379,1.29955,0.00989803,0.00989803,0.00989803
105,482.441,0.81508,1.31231,0.62241,0.92546,0.55401,0.39676,0.38168,0.21959,0.55346,0.38856,0.37596,0.21156,1.44541,2.4918,2.31703,1.34807,0.00989704,0.00989704,0.00989704
106,486.947,0.74924,1.22424,0.57275,0.90287,0.52377,0.41556,0.44288,0.26745,0.54814,0.43462,0.44751,0.24013,1.41915,2.4183,2.0339,1.32239,0.00989605,0.00989605,0.00989605
107,491.48,0.74707,1.09872,0.57698,0.88786,0.3987,0.53308,0.443,0.2625,0.42784,0.49321,0.45318,0.24676,1.46518,2.48391,2.03551,1.35911,0.00989506,0.00989506,0.00989506
108,496.016,0.7769,1.11845,0.56486,0.89106,0.44684,0.46914,0.43065,0.26954,0.44002,0.47395,0.43249,0.24731,1.3726,2.41295,2.35062,1.29608,0.00989407,0.00989407,0.00989407
109,500.52,0.70767,1.13673,0.55656,0.88866,0.4842,0.48734,0.43447,0.26888,0.4842,0.48734,0.42481,0.24525,1.36411,2.41811,2.19798,1.29806,0.00989308,0.00989308,0.00989308
110,505.056,0.75728,1.0782,0.6036,0.90952,0.5396,0.41539,0.39701,0.24808,0.54403,0.41523,0.39712,0.21084,1.41342,2.3955,2.42086,1.36336,0.00989209,0.00989209,0.00989209
111,509.558,0.81547,1.24559,0.60172,0.93295,0.50022,0.40266,0.40237,0.2421,0.49495,0.40266,0.37609,0.20704,1.40664,2.50255,2.45413,1.32756,0.0098911,0.0098911,0.0098911
112,514.094,0.72623,1.16105,0.58214,0.90583,0.49187,0.3774,0.36901,0.23288,0.4839,0.35823,0.3712,0.20356,1.39729,2.50295,2.48038,1.32907,0.00989011,0.00989011,0.00989011
113,518.594,0.76363,1.16522,0.65134,0.90893,0.48817,0.36785,0.40585,0.23627,0.48217,0.37546,0.39984,0.21289,1.42601,2.57871,2.34016,1.37765,0.00988912,0.00988912,0.00988912
114,523.137,0.73039,1.04885,0.58915,0.8934,0.51363,0.36453,0.36081,0.20281,0.52235,0.37446,0.36227,0.1986,1.50468,2.66155,3.03792,1.41539,0.00988813,0.00988813,0.00988813
115,527.628,0.71988,1.05613,0.54431,0.89439,0.45879,0.39497,0.37543,0.22027,0.36983,0.38598,0.35699,0.19561,1.49462,2.66616,2.92986,1.41681,0.00988714,0.00988714,0.00988714
116,532.173,0.73407,1.10623,0.57202,0.89786,0.49059,0.41272,0.37629,0.2268,0.47199,0.40843,0.38467,0.20583,1.41246,2.49743,2.67573,1.36231,0.00988615,0.00988615,0.00988615
117,536.624,0.70963,1.00629,0.53926,0.88794,0.45892,0.4374,0.37213,0.2197,0.48794,0.39386,0.36845,0.18395,1.3941,2.48388,2.77979,1.33022,0.00988516,0.00988516,0.00988516
118,541.128,0.74004,1.06173,0.56008,0.90146,0.56482,0.40777,0.35695,0.20035,0.56438,0.4242,0.36033,0.18802,1.39537,2.45559,2.64588,1.2803,0.00988417,0.00988417,0.00988417
119,545.663,0.78307,1.13292,0.60209,0.89745,0.42834,0.46213,0.38091,0.21619,0.49367,0.34129,0.36361,0.18264,1.46911,2.60244,2.58378,1.36543,0.00988318,0.00988318,0.00988318
120,550.185,0.73582,1.10759,0.5774,0.89742,0.42071,0.49175,0.41236,0.22778,0.4168,0.48014,0.38794,0.20324,1.46948,2.43098,2.3564,1.34302,0.00988219,0.00988219,0.00988219
121,554.666,0.71595,1.11358,0.54331,0.90542,0.44533,0.46685,0.39812,0.2303,0.51437,0.41593,0.37844,0.20949,1.39674,2.46588,2.56102,1.32882,0.0098812,0.0098812,0.0098812
122,559.181,0.7342,1.12223,0.55807,0.90444,0.47774,0.41048,0.40368,0.24908,0.44616,0.41171,0.38854,0.21402,1.40882,2.51536,2.6592,1.29487,0.00988021,0.00988021,0.00988021
123,563.682,0.72813,1.13887,0.55152,0.9061,0.38433,0.47147,0.37411,0.21926,0.3904,0.45596,0.34573,0.18754,1.58184,2.62062,2.55851,1.40661,0.00987922,0.00987922,0.00987922
124,568.222,0.72257,1.07928,0.54435,0.88053,0.47543,0.43682,0.3954,0.22108,0.39409,0.44811,0.37389,0.1836,1.462,2.70602,2.51285,1.3169,0.00987823,0.00987823,0.00987823
125,572.729,0.71512,1.08962,0.55009,0.90572,0.50558,0.46516,0.42133,0.24571,0.49152,0.44848,0.40573,0.21467,1.42248,2.58398,2.303,1.32788,0.00987724,0.00987724,0.00987724
126,577.234,0.7251,1.08161,0.54341,0.88821,0.46346,0.44754,0.42605,0.264,0.46346,0.44754,0.42113,0.25289,1.39545,2.58382,2.35423,1.31434,0.00987625,0.00987625,0.00987625
127,581.763,0.74522,1.16258,0.57213,0.8934,0.5027,0.43418,0.41876,0.25655,0.47208,0.44023,0.4063,0.24026,1.35338,2.47699,2.37404,1.25534,0.00987526,0.00987526,0.00987526
128,586.316,0.7204,1.10587,0.5666,0.89497,0.47101,0.37523,0.38835,0.22704,0.45301,0.34882,0.36199,0.20243,1.35651,2.39875,2.42589,1.23349,0.00987427,0.00987427,0.00987427
129,590.842,0.80272,1.16339,0.6304,0.93002,0.53327,0.36762,0.38767,0.24009,0.53327,0.36762,0.38486,0.22687,1.38629,2.45381,2.35581,1.26407,0.00987328,0.00987328,0.00987328
130,595.408,0.73168,1.12093,0.55617,0.90622,0.40892,0.47462,0.37408,0.2137,0.39234,0.43715,0.35186,0.18433,1.38943,2.36435,2.40282,1.25979,0.00987229,0.00987229,0.00987229
131,599.924,0.7249,1.09262,0.53831,0.90396,0.41282,0.39685,0.34005,0.20261,0.39849,0.41144,0.34435,0.17842,1.42968,2.43509,2.55871,1.32268,0.0098713,0.0098713,0.0098713
